order_id,data_transacao,quantidade,valor_unitario,valor_total_emitter,receiver_cpf_cnpj,emitter_cnpj,raw_product_description
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,342.0,1.0,342.0,4987854000164.0,44920570000175,SUCATA DE PP COLORIDO FARDO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,1097.0,1.2,1316.4,4987854000164.0,44920570000175,SUCATA PEBD CRISTAL FARDO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,405.0,1.5,607.5,4987854000164.0,44920570000175,SUCATA PP CRISTAL FARDO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,212.0,1.5,318.0,4987854000164.0,44920570000175,SUCATA DE PP TAMPA SOLTO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,73.0,2.2,160.6,4987854000164.0,44920570000175,SUCATA PEAD BRANCO SOLTO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,832.0,2.4,1996.8,4987854000164.0,44920570000175,SUCATA PEAD BRANCO FARDO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,596.0,2.4,1430.4,4987854000164.0,44920570000175,SUCATA PEAD COLORIDO FARDO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,299.0,3.3,986.7,4987854000164.0,44920570000175,SUCATA PET VERDE FARDO
47cecaf9-3fab-4ef2-ba4f-e1041645ac68,2025-07-29T17:00:00+00:00,2307.0,3.5,8074.5,4987854000164.0,44920570000175,SUCATA PET CRISTAL FARDO
180a0e47-0f0f-492a-a766-d7592936a456,2025-07-28T19:12:38+00:00,21900.0,0.25,5475.0,43503078000131.0,13751203000161,SUCATA DE PLASTICO COLORIDO
a5460edf-40d9-4c39-aec5-ac1782f5bd26,2025-07-28T19:35:20+00:00,5910.0,0.25,1477.5,8548353000132.0,13751203000161,SUCATA DE PLASTICO COLORIDO
a5460edf-40d9-4c39-aec5-ac1782f5bd26,2025-07-28T19:35:20+00:00,7780.0,0.3,2334.0,8548353000132.0,13751203000161,SUCATA DE PET COLORIDA-PLASTICO
a5460edf-40d9-4c39-aec5-ac1782f5bd26,2025-07-28T19:35:20+00:00,8100.0,0.4,3240.0,8548353000132.0,13751203000161,SUCATA DE PP COLORIDO-PLASTICO
180a0e47-0f0f-492a-a766-d7592936a456,2025-07-28T19:12:38+00:00,20200.0,0.4,8080.0,43503078000131.0,13751203000161,SUCATA DE PP COLORIDO-PLASTICO
a5460edf-40d9-4c39-aec5-ac1782f5bd26,2025-07-28T19:35:20+00:00,5205.0,1.0,5205.0,8548353000132.0,13751203000161,SUCATA DE PLASTICO CRISTAL
a5460edf-40d9-4c39-aec5-ac1782f5bd26,2025-07-28T19:35:20+00:00,8625.0,1.2,10350.0,8548353000132.0,13751203000161,SUCATA DE GARRAFINHA PEAD-PLASTICO
a5460edf-40d9-4c39-aec5-ac1782f5bd26,2025-07-28T19:35:20+00:00,6800.0,2.0,13600.0,8548353000132.0,13751203000161,SUCATA DE PET CRISTAL-PLASTICO
8414a5c0-a9a8-47e6-aef6-9ff45991f995,2025-07-21T13:21:14+00:00,49.0,9.0,441.0,26897802000130.0,25006288000132,LATINHA DE ALUMINIO
8414a5c0-a9a8-47e6-aef6-9ff45991f995,2025-07-21T13:21:14+00:00,277.2,0.6000000000000001,166.32,26897802000130.0,25006288000132,FERRO - SUCATA LATA
254226c9-bd04-414d-859e-7f33dd0ec2bc,2025-07-14T12:23:26+00:00,57.8,9.2,531.76,26897802000130.0,25006288000132,LATINHA DE ALUMINIO
254226c9-bd04-414d-859e-7f33dd0ec2bc,2025-07-14T12:23:26+00:00,426.2,0.4,170.48,26897802000130.0,25006288000132,FERRO - SUCATA LATA
83b768cd-5b8c-435e-9fd4-e29aa6e8163a,2025-07-21T13:10:54+00:00,2572.0,0.4,1028.8,15581701000139.0,25006288000132,Papelao
83b768cd-5b8c-435e-9fd4-e29aa6e8163a,2025-07-21T13:10:54+00:00,2052.0,0.3,615.6,15581701000139.0,25006288000132,Papel
4c226e9f-891d-4d66-85cc-73e97c4f1b37,2025-07-11T16:01:52+00:00,2815.0,0.3,844.5,15581701000139.0,25006288000132,Papel
f4e17935-26ea-4f8f-b384-4d51e3cabd25,2025-07-11T15:45:42+00:00,1190.0,0.3,357.0,18257646000114.0,25006288000132,Papelao
4c226e9f-891d-4d66-85cc-73e97c4f1b37,2025-07-11T16:01:52+00:00,1750.0,0.4,700.0,15581701000139.0,25006288000132,Papelao
2eff8b90-ca45-4d07-b5ef-11652d44b71f,2025-07-11T15:31:06+00:00,590.0,0.8,472.0,18257646000114.0,25006288000132,PLASTICO
5df3d515-81a3-4587-a6aa-e645d12f92a1,2025-07-11T16:06:17+00:00,762.0,0.8,609.6,15581701000139.0,25006288000132,PLASTICO
ec69bbc8-37d3-410a-b105-613603d31b10,2025-07-21T13:16:05+00:00,1653.0,1.0,1653.0,15581701000139.0,25006288000132,PLASTICO
62854536-d1f9-4e90-b8bb-e29442d795e5,2024-02-14T18:53:46+00:00,3090.0,3.8,11742.0,7222521000132.0,49503186000190,PET VERDE POS CONSUMO
62854536-d1f9-4e90-b8bb-e29442d795e5,2024-02-14T18:53:46+00:00,2630.0,3.8,9994.0,7222521000132.0,49503186000190,PET BRANCA POS CONSUMO
3b89c484-563c-496f-b855-b9380ecb8d3e,2024-02-10T16:14:59+00:00,5700.0,3.8,21660.0,7222521000132.0,49503186000190,PET BRANCA
d0d96efa-d139-4885-bfc6-09688fdc80ea,2025-06-30T19:00:00+00:00,17309.62,0.15,2596.44,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
df52b315-9f24-466c-8137-36a96afb02a3,2025-06-30T19:00:00+00:00,16952.09,0.15,2542.81,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
8c6a35e3-4d47-473a-9aa7-b4efeefacae2,2025-06-30T19:00:00+00:00,15014.86,0.15,2252.22,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
b14a3c0b-ceef-4936-b747-0cae047902ee,2025-06-30T19:00:00+00:00,19859.93,0.15,2978.98,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
02470f10-29cf-4e9b-acbf-4afdfad48ef6,2025-06-30T19:00:00+00:00,18362.39,0.15,2754.35,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
576f9418-ceef-48f0-96ab-9f6cf830b752,2025-06-30T19:00:00+00:00,15851.59,0.15,2377.73,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
9807aaa5-ac4d-4db7-b830-bfa692527fe8,2025-06-30T19:00:00+00:00,17239.17,0.15,2585.87,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
106d2a3e-d032-4cd5-92a5-81c0418b0c1d,2025-06-30T19:00:00+00:00,18591.72,0.15,2788.75,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
3aa4b039-098a-437d-a753-6cf8c09d0ede,2025-06-30T19:00:00+00:00,9682.37,0.15,1452.35,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
b4babb86-47cf-4aed-8f54-aa4d93b63924,2025-06-30T19:00:00+00:00,15964.68,0.15,2394.7,9281330000177.0,21574627000126,SUCATA DE PAPEL�O
823ebf1b-7819-40fd-a6f2-f61883473e26,2025-06-13T18:19:35+00:00,13980.0,0.43,6011.4,48845556000105.0,6866009000166,SUCATA DE VIDRO COLORIDO - CIF
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,175.6,2.0,351.2,34837933000150.0,28024860000184,APARAS DE PET OLEO POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,530.0,1.55,821.5,34837933000150.0,28024860000184,APARAS DE PLASTICO PP POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,2350.0,4.0,9400.0,34837933000150.0,28024860000184,APARAS PET POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,7660.0,0.9,6894.0,34837933000150.0,28024860000184,APARAS DE PAPELAO POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,570.0,2.3,1311.0,34837933000150.0,28024860000184,APARAS DE PLASTICO PP COLORIDO POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,1520.0,2.65,4028.0,34837933000150.0,28024860000184,APARAS DE PLASTICO PEAD BRANCO POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,1180.0,2.5,2950.0,34837933000150.0,28024860000184,PP BRANCO POS CONSUMO
84b87313-eff7-4ce1-845b-ac43141e125b,2025-07-07T17:56:14+00:00,11450.0,0.41,4694.5,22066572000106.0,28024860000184,APARAS DE TETRA PACK POS CONSUMO
98acc209-c122-4d8c-a20b-a7522c6adcc7,2025-04-10T11:03:20+00:00,22210.0,0.4,8884.0,22066572000106.0,28024860000184,APARAS DE TETRA PACK POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,1970.0,0.45,886.5,34837933000150.0,28024860000184,APARAS DE PAPEL BRANCO POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,4710.0,0.35,1648.5,34837933000150.0,28024860000184,APARAS DE PAPEL MISTO POS CONSUMO
f7e5d762-cd88-4d51-a746-3c63f0660621,2025-04-23T13:47:21+00:00,85.2,4.0,340.8,34837933000150.0,28024860000184,APARAS DE CAIXARIA
85682a85-21a9-4cce-ab7c-04f3b5882f3c,2025-02-03T17:17:26+00:00,3321.0,2.0,6642.0,34228111000171.0,28024860000184,SUCATA ELETRONICA
affa4ed7-1fb8-40de-beb7-f25b0455448b,2025-07-03T13:50:08+00:00,2816.0,0.01,28.16,5034679000153.0,28024860000184,SUCATA ELETRONICA
8ddaee75-f7b6-4fd1-b22e-0383d1fbf1f1,2025-06-09T18:01:35+00:00,300.0,0.01,3.0,5034679000153.0,28024860000184,SUCATA ELETRONICA
67d68333-c95d-4eca-bd52-ed0cfe7f6da1,2025-06-18T17:24:01+00:00,3513.5,2.0,7027.0,34228111000171.0,28024860000184,SUCATA ELETRONICA
bc7028a1-2b43-4307-8631-b64730c98a2d,2025-01-29T11:51:40+00:00,3000.0,1.0,3000.0,11613991000102.0,28024860000184,SUCATA ELETRONICA
fe504028-b423-4b85-a5df-5bbecd6e5fb0,2025-01-29T11:55:51+00:00,3000.0,1.0,3000.0,11613991000102.0,28024860000184,SUCATA ELETRONICA
3f7f5cad-b44d-410b-b32f-d5e5249c4a67,2022-10-11T18:52:35+00:00,8000.0,0.7000000000000001,5600.0,8959064000126.0,15594254000152,SUCATA DE PLSATICO
0fdd5975-e3c7-4cb6-9d74-59d7a04e5f1b,2024-03-18T13:37:53+00:00,2492.0,1.4,3488.8,9281330000177.0,15594254000152,101-S-SUCATA DE PEAD
11002d39-7a56-4048-891e-6bfa4b2ceed6,2023-10-02T14:37:08+00:00,1660.0,2.1,3486.0,21436882000102.0,9236550000189,PET
815b459f-da58-493b-be82-dafe79d7eb23,2023-10-04T19:07:05+00:00,1220.0,2.1,2562.0,21436882000102.0,9236550000189,PET
73c38946-ba92-4193-b9ce-401508ce51a2,2023-10-16T14:43:21+00:00,630.0,2.1,1323.0,21436882000102.0,9236550000189,PET
730adcce-6beb-46d8-b5f0-830c798d7ecd,2023-10-19T12:41:26+00:00,2450.0,2.1,5145.0,21436882000102.0,9236550000189,PET
07adb35c-2a6c-4750-91bf-b06369cf2843,2023-10-31T20:02:57+00:00,690.0,2.1,1449.0,21436882000102.0,9236550000189,PET
ba723f17-bd7c-4e05-99d0-f3fb654f750e,2023-11-28T19:50:06+00:00,9230.0,0.1,923.0,7522605000191.0,9236550000189,PET
a4918f7e-d789-4946-a3a8-1c70049fa101,2023-11-30T20:34:48+00:00,630.0,2.1,1323.0,21436882000102.0,9236550000189,PET
10f22b4f-2543-49d1-bda9-053043e98553,2023-11-30T20:45:35+00:00,9341.0,0.1,934.1,7522605000191.0,9236550000189,PET
04cdf321-ad93-49e7-b211-3452de30854d,2023-12-06T14:38:43+00:00,1090.0,2.1,2289.0,21436882000102.0,9236550000189,PET
b1649504-08bf-4fc0-81e8-01bedaccd857,2023-12-07T19:00:13+00:00,600.0,2.1,1260.0,21436882000102.0,9236550000189,PET
0a0ea642-fce4-4e4d-ad97-46172f3061d3,2023-12-18T18:16:20+00:00,8052.0,0.1,805.2,7522605000191.0,9236550000189,PET
37a4c53d-4c87-431c-b416-3dbf751a9245,2023-12-19T14:56:56+00:00,7143.0,0.1,714.3,7522605000191.0,9236550000189,PET
6631cd31-9046-4df1-9339-dc8d31270a1a,2023-12-22T15:45:23+00:00,16163.0,0.1,1616.3,7522605000191.0,9236550000189,PET
7b855c29-ba52-4c1d-a433-47573bea224e,2023-12-26T14:58:08+00:00,670.0,2.1,1407.0,21436882000102.0,9236550000189,PET
f53b8f31-6baa-4515-977b-9350f98ff8db,2023-12-26T17:16:56+00:00,8627.0,0.1,862.7,7522605000191.0,9236550000189,PET
91941a08-eeaa-46e8-ab85-642107c87aa0,2023-12-27T17:49:32+00:00,8532.0,0.1,853.2,7522605000191.0,9236550000189,PET
3288967b-7e1e-4fb6-96d0-819cd127cb48,2024-07-30T13:26:03+00:00,40.0,0.15,6.0,5467849000193.0,8771799000121,SUCATA PET COLORIDO
3288967b-7e1e-4fb6-96d0-819cd127cb48,2024-07-30T13:26:03+00:00,80.0,2.5,200.0,5467849000193.0,8771799000121,SUCATA PLASTICA PEAD LEITOSO
3288967b-7e1e-4fb6-96d0-819cd127cb48,2024-07-30T13:26:03+00:00,70.0,2.4,168.0,5467849000193.0,8771799000121,SUCATA PLASTICA PEAD COLORIDO
626f5565-4a82-4949-882d-5a2848371d45,2024-09-26T12:16:07+00:00,0.0,0.0,0.0,,855838000167,NF Complementar
a6a2e186-9b9c-4a28-bc8a-24e6b62f37d0,2023-07-28T20:09:59+00:00,0.0,0.0,0.0,2520839000186.0,855838000167,Complemento de ICMS
b182ddb4-7fd2-4ea3-94fa-ff503b3db335,2023-07-28T20:15:04+00:00,0.0,0.0,0.0,2520839000186.0,855838000167,Complemento de ICMS
3b1b1235-b4cc-4b92-a534-19e9a23d490c,2024-04-23T22:26:38+00:00,780.0,1.4,1092.0,9281330000177.0,15594254000152,101-S-SUCATA DE PEAD
055d896a-c255-4cc5-a83e-407586eb1685,2024-10-21T03:00:00+00:00,153.0,1.0,153.0,41582693000155.0,34665291000159,PLASTICO FILME BRANCO - EMBALAGENS DE PLASTICO
51408c6c-9fe9-4cd7-95f6-9178af200326,2024-10-21T03:00:00+00:00,4000.0,0.005,20.0,3307982000580.0,34665291000159,MATERIAL PLASTICO
51408c6c-9fe9-4cd7-95f6-9178af200326,2024-10-21T03:00:00+00:00,4800.0,0.01,48.0,3307982000580.0,34665291000159,RESIDUOS PLASTICOS (EMBALAGENS)
72e738ab-3c5c-4f93-94e4-c64cd9974dcf,2024-10-21T03:00:00+00:00,1000.0,0.02,20.0,3307982000580.0,34665291000159,REVISTAS
13b2b79b-5465-44bd-96ef-2d37c3bf3cc0,2024-10-21T03:00:00+00:00,8.0,1.0,8.0,48776562000158.0,34665291000159,PILHAS
13b2b79b-5465-44bd-96ef-2d37c3bf3cc0,2024-10-21T03:00:00+00:00,15.0,2.0,30.0,48776562000158.0,34665291000159,BATERIA
cc60772d-54ef-4bd3-86d5-e8d35b137478,2024-09-03T03:00:00+00:00,7200.0,0.005,36.0,48776562000158.0,34665291000159,TUBOS DE TV
cc60772d-54ef-4bd3-86d5-e8d35b137478,2024-09-03T03:00:00+00:00,246.55,0.8130000000000001,200.45,48776562000158.0,34665291000159,PLACAS DE ELETRONICOS
c308c307-3ea8-4365-9083-ca320de3dc2f,2024-08-19T03:00:00+00:00,378.0,1.7000000000000002,642.6,41582693000155.0,34665291000159,EMBALAGENS - PLASTICO - RECICLAVEIS
4064e3cf-f86e-40f7-8d36-a9e7a850877c,2024-01-08T03:00:00+00:00,2387.0,1.288,3074.46,41582693000155.0,34665291000159,EMBALAGENS - PLASTICO - RECICLAVEIS
43ca234a-d359-4124-bae4-0880680422b1,2023-10-06T03:00:00+00:00,3000.5,0.017,51.01,48776562000158.0,34665291000159,MATERIAL PLASTICO
43ca234a-d359-4124-bae4-0880680422b1,2023-10-06T03:00:00+00:00,4360.0,0.0,0.0,48776562000158.0,34665291000159,TUBOS DE TV
daa16098-82ec-454b-9631-9332873df28a,2019-02-14T18:10:10+00:00,282.8,6.5,1838.2,24325512000196.0,15375887000170,FIO C/CAPA
daa16098-82ec-454b-9631-9332873df28a,2019-02-14T18:10:10+00:00,65.2,18.0,1173.6,24325512000196.0,15375887000170,COBRE
daa16098-82ec-454b-9631-9332873df28a,2019-02-14T18:10:10+00:00,38.9,12.0,466.8,24325512000196.0,15375887000170,SUCATA DE METAL
daa16098-82ec-454b-9631-9332873df28a,2019-02-14T18:10:10+00:00,93.5,4.7,439.45,24325512000196.0,15375887000170,SUCATA DE ALUMINIO ( ESTAMPARIA)
bac24ed3-1cb1-4c43-b2aa-6cf3fc16c2bc,2019-08-12T03:00:00+00:00,43.6,19.0,828.4,33187898000108.0,15375887000170,SUCATA DE COBRE MEL
bac24ed3-1cb1-4c43-b2aa-6cf3fc16c2bc,2019-08-12T03:00:00+00:00,7.3,6.0,43.8,33187898000108.0,15375887000170,SUCATA DE ALUMINIO PERFIL
bac24ed3-1cb1-4c43-b2aa-6cf3fc16c2bc,2019-08-12T03:00:00+00:00,2.6714,19.0,50.76,33187898000108.0,15375887000170,SUCATA DE COBRE MEL
bac24ed3-1cb1-4c43-b2aa-6cf3fc16c2bc,2019-08-12T03:00:00+00:00,4.0,15.0,60.0,33187898000108.0,15375887000170,SUCATA DE MOTOR DE GELADEIRA
416026a3-17e0-41e8-9cb4-c5822e063bdf,2019-08-28T03:00:00+00:00,66.0,1.5,99.0,54525035000173.0,15375887000170,CAPA DE MONITOR E TV (SUCATAS PLASTICAS)
416026a3-17e0-41e8-9cb4-c5822e063bdf,2019-08-28T03:00:00+00:00,1885.1,1.0,1885.1,54525035000173.0,15375887000170,SUCATA DE PLASTICO
416026a3-17e0-41e8-9cb4-c5822e063bdf,2019-08-28T03:00:00+00:00,5880.0,1.5,8820.0,54525035000173.0,15375887000170,CARRETEIS (GRANDES)
9ed63844-b385-4670-af37-7fe0f4382ce2,2019-11-26T02:00:00+00:00,216.1,1.5,324.15,54525035000173.0,15375887000170,CAPA DE MONITOR E TV (SUCATAS PLASTICAS)
9ed63844-b385-4670-af37-7fe0f4382ce2,2019-11-26T02:00:00+00:00,5728.0,1.5,8592.0,54525035000173.0,15375887000170,CARRETEIS (GRANDES)
3dbfc303-812b-4c6a-a52f-f90a181b092e,2020-01-10T03:00:00+00:00,159.6,1.5,239.4,54525035000173.0,15375887000170,CAPA DE MONITOR E TV (SUCATAS PLASTICAS)
3dbfc303-812b-4c6a-a52f-f90a181b092e,2020-01-10T03:00:00+00:00,1010.0,1.5,1515.0,54525035000173.0,15375887000170,CARRETEIS (GRANDES)
325e1b2f-acd9-43b7-a6af-895c87dd7dc4,2020-03-17T03:00:00+00:00,147.5,1.5,221.25,54525035000173.0,15375887000170,CAPA DE MONITOR E TV (SUCATAS PLASTICAS)
325e1b2f-acd9-43b7-a6af-895c87dd7dc4,2020-03-17T03:00:00+00:00,2439.0,1.5,3658.5,54525035000173.0,15375887000170,CARRETEIS (GRANDES)
fe2c91d2-e5cd-41d6-b00b-d0080f2e40b6,2022-09-30T22:00:44+00:00,1210.0,1.1,1331.0,7946946000194.0,27903443000149,SUCATA DE FERRO
fe2c91d2-e5cd-41d6-b00b-d0080f2e40b6,2022-09-30T22:00:44+00:00,134.0,0.15,20.1,7946946000194.0,27903443000149,PET COLORIDO
fe2c91d2-e5cd-41d6-b00b-d0080f2e40b6,2022-09-30T22:00:44+00:00,36.0,2.0,72.0,7946946000194.0,27903443000149,PE BOMBONA
fe2c91d2-e5cd-41d6-b00b-d0080f2e40b6,2022-09-30T22:00:44+00:00,1282.0,0.75,961.5,7946946000194.0,27903443000149,Aparas brancas iv
fe2c91d2-e5cd-41d6-b00b-d0080f2e40b6,2022-09-30T22:00:44+00:00,149.0,1.6,238.4,7946946000194.0,27903443000149,PP COLORIDO
fe2c91d2-e5cd-41d6-b00b-d0080f2e40b6,2022-09-30T22:00:44+00:00,118.0,0.4,47.2,7946946000194.0,27903443000149,Aparas de papel colorido
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,79.9,1.6,127.84,27903443000149.0,27903443000149,BB BAlde bacia
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,20.0,10.0,200.0,27903443000149.0,27903443000149,PANELA
1d1bee0c-e26b-4cfe-8814-074159d8b92c,2022-09-02T20:48:04+00:00,20.0,10.0,200.0,28038406000182.0,27903443000149,PANELA
1d1bee0c-e26b-4cfe-8814-074159d8b92c,2022-09-02T20:48:04+00:00,79.9,1.6,127.84,28038406000182.0,27903443000149,BB BAlde bacia
fe2c91d2-e5cd-41d6-b00b-d0080f2e40b6,2022-09-30T22:00:44+00:00,60.0,1.0,60.0,7946946000194.0,27903443000149,BB BAlde bacia
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,22.2,20.0,444.0,27903443000149.0,27903443000149,METAL
1d1bee0c-e26b-4cfe-8814-074159d8b92c,2022-09-02T20:48:04+00:00,22.2,20.0,444.0,28038406000182.0,27903443000149,METAL
7e58ca13-6f75-4d30-ac45-0043e35b7907,2024-05-21T16:52:00+00:00,1.0,1.0,1.0,22902949000110.0,36098437000157,Carregador
9dea5493-0f26-42bc-9120-18aa2010dc27,2024-03-19T18:17:00+00:00,1.0,0.0,0.0,22902949000110.0,36098437000157,Carregador
f2b8a325-9965-45ff-a1a8-a82bbeca047a,2024-04-16T14:28:00+00:00,1.0,5.0,5.0,22902949000110.0,36098437000157,Carregador
9250d1c1-e474-4c1e-8a16-8ec241f29fb8,2024-02-29T21:12:37+00:00,2480.0,0.15,372.0,4087322000170.0,6772700000180,EMBALAGEM CARTONADA (LEITE/TRETAPAK)
0a8bdbd2-4e16-458d-925a-2056ed9ecc60,2024-03-28T11:41:35+00:00,5520.0,0.15,828.0,4087322000170.0,6772700000180,EMBALAGEM CARTONADA (LEITE/TRETAPAK)
e2e46980-327f-4309-861e-dad55c81af7a,2024-04-19T15:02:51+00:00,3030.0,0.15,454.5,4087322000170.0,6772700000180,EMBALAGEM CARTONADA (LEITE/TRETAPAK)
03ad23db-2370-4b18-94d9-5c77b51230c4,2024-11-25T11:49:00+00:00,9700.0,0.05,485.0,8604715000246.0,7097210000199,EMBALAGEM LONGA VIDA
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,15.0,6.0,90.0,27903443000149.0,27903443000149,ALUMINIO MOLE
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,40.2,37.0,1487.4,27903443000149.0,27903443000149,COBRE
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,30.0,7.0,210.0,27903443000149.0,27903443000149,BISNAGA
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,9.8,10.0,98.0,27903443000149.0,27903443000149,PERFIL LIMPO
1d1bee0c-e26b-4cfe-8814-074159d8b92c,2022-09-02T20:48:04+00:00,9.8,10.0,98.0,28038406000182.0,27903443000149,PERFIL LIMPO
1d1bee0c-e26b-4cfe-8814-074159d8b92c,2022-09-02T20:48:04+00:00,30.0,7.0,210.0,28038406000182.0,27903443000149,BISNAGA
1d1bee0c-e26b-4cfe-8814-074159d8b92c,2022-09-02T20:48:04+00:00,15.0,6.0,90.0,28038406000182.0,27903443000149,ALUMINIO MOLE
1d1bee0c-e26b-4cfe-8814-074159d8b92c,2022-09-02T20:48:04+00:00,40.2,37.0,1487.4,28038406000182.0,27903443000149,COBRE
2bf3332d-2c96-45ec-aa53-46a53aa7555a,2022-09-30T21:15:31+00:00,3420.0,0.17,581.4,2804270000180.0,27903443000149,Caco
b7fc7307-7289-4485-af57-c6c51b34afab,2022-09-30T20:48:06+00:00,3420.0,0.17,581.4,2804270000180.0,27903443000149,Caco
ac1e9767-760f-4527-ab1e-2b9cd6a0a5f3,2022-09-03T11:17:57+00:00,10.2,10.0,102.0,27903443000149.0,27903443000149,PERFIL COLORIDO
