nome,receita_total,quantidade_total,num_pedidos_unicos,primeira_venda,ultima_venda,valor_unitario_medio,ticket_medio,qtd_media_por_pedido,period_start,period_end,frequencia_pedidos_mes,recencia_dias,score_r,score_f,score_m,cluster_score,cluster_tier
2.3-S-SUCATA DE PLASTICO CAIERA,1560.0,3900.0,1,2024-04-23T22:23:15+00:00,2024-04-23T22:23:15+00:00,0.4,1560.0,3900.0,2024-04-23T22:23:15+00:00,2024-04-23T22:23:15+00:00,1.0,0.0,100.0,0.7315481740375824,0.0016089144198818124,20.293262835382986,B
20832163-850 PEDAL ACELERADOR ELETRONICO C/ SENSOR C/ CONECTOR 6 PINOS,1330.0,1.0,1,2024-07-19T17:52:59+00:00,2024-07-19T17:52:59+00:00,1330.0,1330.0,1.0,2024-07-19T17:52:59+00:00,2024-07-19T17:52:59+00:00,1.0,0.0,100.0,0.7315481740375824,0.001371702678488981,20.29316795068643,B
2220-Parafusos Sextava do Metrica Classe 8.8 RP MB18-1.50X80- Enegrecida de Tempera PED. REX: 9215691 PED CLI: SEQ CLI,965.54,2.6,1,2025-05-07T17:38:00+00:00,2025-05-07T17:38:00+00:00,371.36,965.54,2.6,2025-05-07T17:38:00+00:00,2025-05-07T17:38:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0009958148903671058,20.293017595571182,B
3915100  de polimeros etileno,981.45,1090.5,1,2024-08-20T18:11:30+00:00,2024-08-20T18:11:30+00:00,0.9,981.45,1090.5,2024-08-20T18:11:30+00:00,2024-08-20T18:11:30+00:00,1.0,0.0,100.0,0.7315481740375824,0.0010122237547391057,20.29302415911693,B
6-S-SUCATA DE GARRAFA PET PRENSADA,36506.0,17477.0,7,2022-12-01T21:00:48+00:00,2024-06-04T13:03:05+00:00,1.7714285714285716,5215.142857142857,2496.714285714286,2022-12-01T21:00:48+00:00,2024-06-04T13:03:05+00:00,0.38741818181818183,91.33333333333333,94.2120828052387,0.283415063498051,0.03765066013602913,18.97084285050137,D
7.00-12TT 12 CI84,2660.0,2.0,1,2024-07-15T12:27:10+00:00,2024-07-15T12:27:10+00:00,1330.0,2660.0,2.0,2024-07-15T12:27:10+00:00,2024-07-15T12:27:10+00:00,1.0,0.0,100.0,0.7315481740375824,0.002743405356977962,20.293716631757825,B
ABRACADEIRA NYLON MEDIA,2888.0,722.0,1,2023-05-15T03:00:00+00:00,2023-05-15T03:00:00+00:00,4.0,2888.0,722.0,2023-05-15T03:00:00+00:00,2023-05-15T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0029785543875760732,20.293810691370066,B
"ABS (Carcaca de televisor, computador e eletrodomesticos)",325.9,1330.5,14,2023-03-28T15:03:27+00:00,2025-07-01T18:19:04+00:00,4.4714285714285715,23.27857142857143,95.03571428571429,2023-03-28T15:03:27+00:00,2025-07-01T18:19:04+00:00,0.5159322033898305,63.15384615384615,95.99785512333041,0.3774292613170171,0.0003361187239996683,19.35067717668249,D
ABS - PLASTICO,65.07,6507.0,1,2025-01-10T14:36:22+00:00,2025-01-10T14:36:22+00:00,0.01,65.07,6507.0,2025-01-10T14:36:22+00:00,2025-01-10T14:36:22+00:00,1.0,0.0,100.0,0.7315481740375824,6.711029570622405e-05,20.292646113733316,C
ABS/PS,13.3,133.0,1,2024-04-15T17:00:00+00:00,2024-04-15T17:00:00+00:00,0.1,13.3,133.0,2024-04-15T17:00:00+00:00,2024-04-15T17:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,1.3717026784889811e-05,20.29262475642575,C
ACO,81387.25,149110.0,16,2023-03-31T13:50:15+00:00,2024-09-30T18:09:51+00:00,0.530578125,5086.703125,9319.375,2023-03-31T13:50:15+00:00,2024-09-30T18:09:51+00:00,0.8871402550091075,36.2,97.70595690747783,0.6489858336671478,0.08393917956379873,19.834361386787943,D
ACO INOX,1660.57,383.9,17,2023-11-24T12:01:00+00:00,2025-05-14T19:04:00+00:00,3.466296281764706,97.68058823529411,22.58235294117647,2023-11-24T12:01:00+00:00,2025-05-14T19:04:00+00:00,0.9636499068901305,33.1875,97.89686311787072,0.7049563297969613,0.0017126378321943212,19.862040210625807,D
AEROSOL,24.8,6.2,1,2025-04-09T12:42:00+00:00,2025-04-09T12:42:00+00:00,4.0,24.8,6.2,2025-04-09T12:42:00+00:00,2025-04-09T12:42:00+00:00,1.0,0.0,100.0,0.7315481740375824,2.5577613854531377e-05,20.292629500660578,C
ALUMINIO,361694.29,442435.3,66,2024-03-21T13:16:21+00:00,2025-06-10T14:49:00+00:00,3.2606060606060603,5480.216515151515,6703.565151515151,2024-03-21T13:16:21+00:00,2025-06-10T14:49:00+00:00,4.50457399103139,6.723076923076923,99.57394949790387,3.2953128779561984,0.3730353581858423,21.38212919403759,A
"ALUMINIO (latas de refrigerante, suco e cerveja)",5120.0,16000.0,1,2024-11-30T15:36:53+00:00,2024-11-30T15:36:53+00:00,0.32,5120.0,16000.0,2024-11-30T15:36:53+00:00,2024-11-30T15:36:53+00:00,1.0,0.0,100.0,0.7315481740375824,0.005280539634483897,20.294731485468827,B
ALUMINIO - LATINHA,472.0,118.0,1,2024-08-22T14:35:00+00:00,2024-08-22T14:35:00+00:00,4.0,472.0,118.0,2024-08-22T14:35:00+00:00,2024-08-22T14:35:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0004867997475539842,20.292813989514055,B
ALUMINIO AEROSOL - METAL NAO FERROSO,119.0,17.0,1,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,7.0,119.0,17.0,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,1.0,0.0,100.0,0.7315481740375824,0.00012273129228585622,20.29266836213195,C
ALUMINIO ALUMINIO PANELA,333.0,37.0,1,2023-07-03T03:00:00+00:00,2023-07-03T03:00:00+00:00,9.0,333.0,37.0,2023-07-03T03:00:00+00:00,2023-07-03T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0003434413473209253,20.29275664615396,B
ALUMINIO BLOCO,3968.1,419.2,7,2023-06-27T03:00:00+00:00,2025-06-16T03:00:00+00:00,6.0,566.8714285714285,59.885714285714286,2023-06-27T03:00:00+00:00,2025-06-16T03:00:00+00:00,0.29594444444444445,119.83333333333333,92.40599915504859,0.2164976179499001,0.0040925213522647556,18.569435886730584,D
ALUMINIO BLOCO ( ALUMINIO DURO )POS CONSUMO,744.0,186.0,1,2024-02-21T03:00:00+00:00,2024-02-21T03:00:00+00:00,4.0,744.0,186.0,2024-02-21T03:00:00+00:00,2024-02-21T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0007673284156359413,20.292926200981288,B
ALUMINIO BLOCO ( ALUMINIO DURO) POS CONSUMO,166.0,41.5,2,2023-07-11T03:00:00+00:00,2024-02-09T03:00:00+00:00,4.0,83.0,20.75,2023-07-11T03:00:00+00:00,2024-02-09T03:00:00+00:00,0.28582159624413145,213.0,86.50190114068441,0.20909226683290147,0.0001712049959617826,17.38408561686843,D
ALUMINIO BLOCO (ALUMINIO DURO),136.0,34.0,1,2023-06-01T03:00:00+00:00,2023-06-01T03:00:00+00:00,4.0,136.0,34.0,2023-06-01T03:00:00+00:00,2023-06-01T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.00014026433404097852,20.29267537534865,C
ALUMINIO BLOCO (ALUMINIO DURO) POS CONSUMO,1342.7,311.0,14,2023-01-31T03:00:00+00:00,2023-08-01T03:00:00+00:00,4.257142857142857,95.90714285714286,22.214285714285715,2023-01-31T03:00:00+00:00,2023-08-01T03:00:00+00:00,2.3415384615384616,14.0,99.11280101394169,1.7129481859772315,0.0013848008920354549,20.508293397536047,A
ALUMINIO BLOCO - METAL NAO FERROSO,292.5,32.5,1,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,9.0,292.5,32.5,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,1.0,0.0,100.0,0.7315481740375824,0.0003016714537278398,20.292739938196526,B
ALUMINIO BLOCO CONSUMO,116.0,29.0,2,2023-07-25T03:00:00+00:00,2023-07-25T03:00:00+00:00,4.0,58.0,14.5,2023-07-25T03:00:00+00:00,2023-07-25T03:00:00+00:00,2.0,0.0,100.0,1.4630963480751649,0.00011963722609377579,20.5852863941205,A
ALUMINIO BLOCO POS CONSUMO,258.0,64.5,3,2024-01-26T03:00:00+00:00,2024-02-23T03:00:00+00:00,4.0,86.0,21.5,2024-01-26T03:00:00+00:00,2024-02-23T03:00:00+00:00,3.0,14.0,99.11280101394169,2.194644522112747,0.00026608969251891516,20.700524447510446,A
ALUMINIO BLOCO SUJO,18.0,9.0,2,2024-06-18T03:00:00+00:00,2025-04-28T03:00:00+00:00,2.0,9.0,4.5,2024-06-18T03:00:00+00:00,2025-04-28T03:00:00+00:00,0.19388535031847134,314.0,80.10139416983523,0.14183647399811472,1.856439715248245e-05,16.07702084932515,D
ALUMINIO CAVACO,46.5,31.0,1,2024-06-10T16:11:00+00:00,2024-06-10T16:11:00+00:00,1.5,46.5,31.0,2024-06-10T16:11:00+00:00,2024-06-10T16:11:00+00:00,1.0,0.0,100.0,0.7315481740375824,4.795802597724633e-05,20.292638452825425,C
ALUMINIO CHAPARA (ALUMINIO MISTO) POS CONSUMO,12.0,2.0,1,2023-07-18T03:00:00+00:00,2023-07-18T03:00:00+00:00,6.0,12.0,2.0,2023-07-18T03:00:00+00:00,2023-07-18T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,1.2376264768321633e-05,20.292624220120942,C
ALUMINIO CHAPARIA,208.0,26.5,4,2024-06-18T03:00:00+00:00,2025-06-16T03:00:00+00:00,7.375,52.0,6.625,2024-06-18T03:00:00+00:00,2025-06-16T03:00:00+00:00,0.3354269972451791,121.0,92.33206590621039,0.24538100735761997,0.00021452192265090833,18.564651392954186,D
ALUMINIO CHAPARIA ( ALUMINIO MISTO) POS CONSUMO,31.0,6.5,2,2023-07-11T03:00:00+00:00,2024-02-21T03:00:00+00:00,4.5,15.5,3.25,2023-07-11T03:00:00+00:00,2024-02-21T03:00:00+00:00,0.2705777777777778,225.0,85.74144486692015,0.1979406792684801,3.197201731816422e-05,17.22747803389835,D
ALUMINIO CHAPARIA (ALUMINIO DURO) POS CONSUMO,5.0,1.0,1,2023-08-01T03:00:00+00:00,2023-08-01T03:00:00+00:00,5.0,5.0,1.0,2023-08-01T03:00:00+00:00,2023-08-01T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,5.15677698680068e-06,20.29262133232583,C
ALUMINIO CHAPARIA (ALUMINIO MISTO) POS CONSUMO,131.5,25.5,8,2023-01-31T03:00:00+00:00,2024-02-09T03:00:00+00:00,5.5,16.4375,3.1875,2023-01-31T03:00:00+00:00,2024-02-09T03:00:00+00:00,0.6511229946524064,53.42857142857143,96.61415897157342,0.47632783781185045,0.0001356232347528579,19.513417178733324,D
ALUMINIO CHAPARIA - METAL NAO FERROSO,287.0,41.0,1,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,7.0,287.0,41.0,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,1.0,0.0,100.0,0.7315481740375824,0.00029599899904235905,20.292737669214652,B
ALUMINIO CHAPARIA MISTO POS CONSUMO,7.5,1.5,1,2024-02-23T03:00:00+00:00,2024-02-23T03:00:00+00:00,5.0,7.5,1.5,2024-02-23T03:00:00+00:00,2024-02-23T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,7.73516548020102e-06,20.292622363681225,C
ALUMINIO CHAPARIA POS CONSUMO,27.5,5.5,2,2024-01-26T03:00:00+00:00,2024-02-05T03:00:00+00:00,5.0,13.75,2.75,2024-01-26T03:00:00+00:00,2024-02-05T03:00:00+00:00,2.0,10.0,99.36628643852978,1.4630963480751649,2.8362273427403746e-05,20.458507171845394,A
ALUMINIO DURO,3345.0,954.6,8,2022-09-02T20:48:04+00:00,2023-07-31T20:48:28+00:00,4.125,418.125,119.325,2022-09-02T20:48:04+00:00,2023-07-31T20:48:28+00:00,0.7334939759036144,46.857142857142854,97.03059931196813,0.5365861787398557,0.0034498838041696553,19.622134287411235,D
ALUMINIO DURO POS CONSUMO,332.0,83.0,2,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,4.0,166.0,41.5,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,2.0,0.0,100.0,1.4630963480751649,0.0003424099919235652,20.585375503226835,A
ALUMINIO ESPECIAL,1133.6,106.75,5,2024-06-18T03:00:00+00:00,2025-06-16T03:00:00+00:00,11.065520000000001,226.71999999999997,21.35,2024-06-18T03:00:00+00:00,2025-06-16T03:00:00+00:00,0.4192837465564739,90.5,94.26489226869454,0.30672625919702495,0.0011691444784474503,18.9761366152091,D
ALUMINIO FUNDIDO,252.31,30.65,1,2025-02-27T14:05:15+00:00,2025-02-27T14:05:15+00:00,8.2321,252.31,30.65,2025-02-27T14:05:15+00:00,2025-02-27T14:05:15+00:00,1.0,0.0,100.0,0.7315481740375824,0.000260221280307936,20.29272335812716,B
ALUMINIO GROSSO,4000.88,566.78,13,2023-01-30T18:39:09+00:00,2023-12-27T14:36:50+00:00,7.3015384615384615,307.76,43.598461538461535,2023-01-30T18:39:09+00:00,2023-12-27T14:36:50+00:00,1.199151515151515,27.083333333333332,98.28369243768483,0.8772371013034913,0.004126329182190222,20.00928385973124,C
ALUMINIO LATA,11476.89,1430.5,9,2023-06-01T03:00:00+00:00,2025-06-16T03:00:00+00:00,7.788888888888888,1275.21,158.94444444444446,2023-06-01T03:00:00+00:00,2025-06-16T03:00:00+00:00,0.36723860589812335,93.125,94.09854245880862,0.2686527315808795,0.011836752446408572,18.931904285372642,D
ALUMINIO LATA - METAL NAO FERROSO,486.0,54.0,1,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,9.0,486.0,54.0,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,1.0,0.0,100.0,0.7315481740375824,0.0005012387231170262,20.29281976510428,B
ALUMINIO LATA - SUCATA UTM,1150955.0,142698.0,33,2022-08-18T15:05:56+00:00,2024-12-23T17:47:02+00:00,8.412121212121212,34877.42424242424,4324.181818181818,2022-08-18T15:05:56+00:00,2024-12-23T17:47:02+00:00,1.1707692307692308,26.28125,98.33452154626109,0.8564740929886158,1.1870436513686355,20.48431140699512,A
ALUMINIO LATA CHAPARIA ( ALUMINIO MISTO),6.0,1.0,1,2023-06-01T03:00:00+00:00,2023-06-01T03:00:00+00:00,6.0,6.0,1.0,2023-06-01T03:00:00+00:00,2023-06-01T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,6.188132384160817e-06,20.292621744867986,C
ALUMINIO LATA POS CONSUMO,19316.05,3489.5,24,2023-01-04T03:00:00+00:00,2024-02-23T03:00:00+00:00,5.604,804.8354166666667,145.39583333333334,2023-01-04T03:00:00+00:00,2024-02-23T03:00:00+00:00,1.7603855421686747,17.291666666666668,98.90420363329109,1.2878068289756537,0.019921712423178257,20.30393214321775,B
ALUMINIO MARMITEX,30.0,15.0,1,2025-06-16T03:00:00+00:00,2025-06-16T03:00:00+00:00,2.0,30.0,15.0,2025-06-16T03:00:00+00:00,2025-06-16T03:00:00+00:00,1.0,0.0,100.0,0.7315481740375824,3.094066192080408e-05,20.2926316458798,C
ALUMINIO MISTO,1178.7,108.6,1,2025-02-27T14:05:15+00:00,2025-02-27T14:05:15+00:00,10.8536,1178.7,108.6,2025-02-27T14:05:15+00:00,2025-02-27T14:05:15+00:00,1.0,0.0,100.0,0.7315481740375824,0.0012156586068683924,20.293105533057783,B
ALUMINIO MISTO (METAL),23512.5,4275.0,18,2023-09-28T18:37:37+00:00,2025-02-17T21:51:13+00:00,5.5,1306.25,237.5,2023-09-28T18:37:37+00:00,2025-02-17T21:51:13+00:00,1.0785826771653544,29.41176470588235,98.13613658391112,0.7890351880288823,0.0242497437804302,19.952541289505948,C
ALUMINIO MISTO METAL,2697.5,561.0,8,2023-02-01T15:01:00+00:00,2023-09-12T16:07:00+00:00,4.8125,337.1875,70.125,2023-02-01T15:01:00+00:00,2023-09-12T16:07:00+00:00,1.092017937219731,31.285714285714285,98.01738185768603,0.7988637279893814,0.002782081184378967,19.924134695206714,D
ALUMINIO MISTO PERFUME POS CONSUMO,465.0,93.0,2,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,5.0,232.5,46.5,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,2.0,0.0,100.0,1.4630963480751649,0.0004795802597724633,20.585430371333974,A
ALUMINIO MISTO POS CONSUMO,24.0,4.0,2,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,6.0,12.0,2.0,2023-01-04T03:00:00+00:00,2023-01-04T03:00:00+00:00,2.0,0.0,100.0,1.4630963480751649,2.4752529536643267e-05,20.58524844024188,A
ALUMINIO MOLE,10989.55,1272.2,8,2022-09-02T20:48:04+00:00,2023-07-31T20:48:28+00:00,8.0,1373.69375,159.025,2022-09-02T20:48:04+00:00,2023-07-31T20:48:28+00:00,0.7334939759036144,46.857142857142854,97.03059931196813,0.5365861787398557,0.011334131707059084,19.625287986572392,D
ALUMINIO MOLE (AEROSOL),11528.35,1861.0,12,2023-08-29T21:24:43+00:00,2024-12-19T11:58:07+00:00,6.416666666666667,960.6958333333333,155.08333333333334,2023-08-29T21:24:43+00:00,2024-12-19T11:58:07+00:00,0.7657861635220126,42.81818181818182,97.28655375043208,0.5602094696277737,0.011889825995156726,19.68615046833559,D
ALUMINIO MOLE(PANELA),12581.46,1300.6,12,2023-11-14T20:53:19+00:00,2024-12-19T11:58:07+00:00,9.383333333333333,1048.455,108.38333333333333,2023-11-14T20:53:19+00:00,2024-12-19T11:58:07+00:00,0.9132,35.90909090909091,97.72439221108422,0.6680497925311203,0.012975956677670658,19.81728874190036,D
ALUMINIO MOLE(PANELA/PERFIL),1422.0,158.0,1,2023-12-15T19:39:51+00:00,2023-12-15T19:39:51+00:00,9.0,1422.0,158.0,2023-12-15T19:39:51+00:00,2023-12-15T19:39:51+00:00,1.0,0.0,100.0,0.7315481740375824,0.0014665873750461136,20.293205904565053,B
ALUMINIO MOLE(PERFIL),2746.1000000000004,392.29999999999995,3,2023-05-31T21:48:27+00:00,2023-07-31T20:48:28+00:00,7.0,915.3666666666668,130.76666666666665,2023-05-31T21:48:27+00:00,2023-07-31T20:48:28+00:00,1.522,30.0,98.09885931558935,1.1134163208852004,0.00283220505669067,20.06627127349463,C
ALUMINIO PANELA,1227.5,132.5,3,2023-04-06T03:00:00+00:00,2023-06-27T03:00:00+00:00,9.333333333333334,409.1666666666667,44.166666666666664,2023-04-06T03:00:00+00:00,2023-06-27T03:00:00+00:00,1.113658536585366,41.0,97.40177439797212,0.8146948689403907,0.0012659887502595672,19.806739222670686,D
ALUMINIO PANELA - METAL NAO FERROSO,24.5,3.5,1,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,7.0,24.5,3.5,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,1.0,0.0,100.0,0.7315481740375824,2.5268207235323333e-05,20.292629376897928,C
ALUMINIO PANELA POS CONSUMO,8185.1,886.9,23,2023-01-04T03:00:00+00:00,2024-02-23T03:00:00+00:00,9.173913043478262,355.8739130434783,38.56086956521739,2023-01-04T03:00:00+00:00,2024-02-23T03:00:00+00:00,1.6870361445783133,18.863636363636363,98.80458578177209,1.234148211101668,0.00844174706293245,20.25795313962026,C
ALUMINIO PERFIL,252.0,36.0,3,2023-06-01T03:00:00+00:00,2023-07-03T03:00:00+00:00,7.0,84.0,12.0,2023-06-01T03:00:00+00:00,2023-07-03T03:00:00+00:00,2.85375,16.0,98.98605830164765,2.0876556016597507,0.00025990156013475427,20.632377861617485,A
ALUMINIO PERFIL - METAL NAO FERROSO,735.0,30.0,1,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,24.5,735.0,30.0,2024-11-28T22:56:13+00:00,2024-11-28T22:56:13+00:00,1.0,0.0,100.0,0.7315481740375824,0.0007580462170597,20.29292248810186,B
ALUMINIO PERFIL BRANCO,1584.5,150.0,10,2024-06-10T16:11:00+00:00,2025-06-17T17:07:00+00:00,10.95,158.45,15.0,2024-06-10T16:11:00+00:00,2025-06-17T17:07:00+00:00,0.8182795698924732,41.0,97.40177439797212,0.598610925207097,0.0016341826271171359,19.720452922728114,D
ALUMINIO PERFIL POS CONSUMO,1624.0,238.0,20,2023-01-31T03:00:00+00:00,2024-02-23T03:00:00+00:00,6.9,81.2,11.9,2023-01-31T03:00:00+00:00,2024-02-23T03:00:00+00:00,1.5690721649484536,20.42105263157895,98.70589020078714,1.1478518772012376,0.0016749211653128613,20.200988759504046,C
ALUMINIO PERFILPOS CONUMO,112.0,16.0,2,2023-07-25T03:00:00+00:00,2023-07-25T03:00:00+00:00,7.0,56.0,8.0,2023-07-25T03:00:00+00:00,2023-07-25T03:00:00+00:00,2.0,0.0,100.0,1.4630963480751649,0.00011551180450433525,20.585284743951867,A
ALUMINIO PERSIANA,2.0,2.0,1,2024-08-06T16:36:00+00:00,2024-08-06T16:36:00+00:00,1.0,2.0,2.0,2024-08-06T16:36:00+00:00,2024-08-06T16:36:00+00:00,1.0,0.0,100.0,0.7315481740375824,2.0627107947202725e-06,20.292620094699352,C
ALUMINIO SPRAY LIMPO,2065.61,308.3,1,2024-04-24T17:33:16+00:00,2024-04-24T17:33:16+00:00,6.7,2065.61,308.3,2024-04-24T17:33:16+00:00,2024-04-24T17:33:16+00:00,1.0,0.0,100.0,0.7315481740375824,0.002130378022341071,20.29347142082397,B
ALUMINIO SUCATA BLOCO,107.95,63.5,1,2023-12-20T12:58:00+00:00,2023-12-20T12:58:00+00:00,1.7000000000000002,107.95,63.5,2023-12-20T12:58:00+00:00,2023-12-20T12:58:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.00011133481514502669,20.292663803541092,C
ALUMINIO SUCATA METAL,239.7,141.0,1,2023-12-20T12:58:00+00:00,2023-12-20T12:58:00+00:00,1.7000000000000002,239.7,141.0,2023-12-20T12:58:00+00:00,2023-12-20T12:58:00+00:00,1.0,0.0,100.0,0.7315481740375824,0.0002472158887472246,20.292718155970533,B
ALUMINIO TUBINHO,358.0,140.0,4,2024-06-18T03:00:00+00:00,2025-06-16T03:00:00+00:00,2.625,89.5,35.0,2024-06-18T03:00:00+00:00,2025-06-16T03:00:00+00:00,0.3354269972451791,121.0,92.33206590621039,0.24538100735761997,0.0003692252322549287,18.564713274278027,D
ALUMINIO(AEROSOL SUJO),6026.4,1004.4,5,2024-05-31T17:02:47+00:00,2024-09-27T14:00:10+00:00,6.0,1205.28,200.88,2024-05-31T17:02:47+00:00,2024-09-27T14:00:10+00:00,1.2898305084745763,29.0,98.16223067173637,0.9435731532925427,0.006215360166651124,20.012361539730954,C
ALUMINO LATINHA   CENTCOOP,12775.16,1878.7,2,2024-04-23T18:58:21+00:00,2024-04-24T17:33:16+00:00,6.8,6387.58,939.35,2024-04-23T18:58:21+00:00,2024-04-24T17:33:16+00:00,2.0,0.0,100.0,1.4630963480751649,0.013175730218139317,20.590508831317322,A
ALUM�NIO,228.4,38.067,2,2024-04-19T16:41:00+00:00,2024-10-29T17:44:00+00:00,6.0,114.2,19.0335,2024-04-19T16:41:00+00:00,2024-10-29T17:44:00+00:00,0.31544041450777205,193.0,87.76932826362484,0.23075985925081877,0.00023556157275705513,17.646263821054397,D
ALUM�NIO BLOCO,330.8,87.8,5,2023-10-20T11:56:00+00:00,2024-10-08T16:03:00+00:00,3.3,66.16,17.56,2023-10-20T11:56:00+00:00,2024-10-08T16:03:00+00:00,0.42994350282485877,88.0,94.4233206590621,0.31452438443084757,0.00034117236544673303,19.010610354530936,D
ALUM�NIO LATA,4736.1,1578.7,2,2024-01-26T14:28:00+00:00,2024-02-29T20:09:00+00:00,3.0,2368.05,789.35,2024-01-26T14:28:00+00:00,2024-02-29T20:09:00+00:00,1.7905882352941176,34.0,97.84537389100126,1.3099015539825887,0.004884602297437341,20.094989240712263,C
ALUM�NIO METAL,63.0,4.5,1,2024-02-29T20:09:00+00:00,2024-02-29T20:09:00+00:00,14.0,63.0,4.5,2024-02-29T20:09:00+00:00,2024-02-29T20:09:00+00:00,1.0,0.0,100.0,0.7315481740375824,6.497539003368857e-05,20.29264525977105,C
