test_id,data,hora,nome_fantasia,message
32,18/06/25,10:33:06,interlocutor_8,5.5135
33,18/06/25,10:43:19,interlocutor_4,off
34,18/06/25,10:43:42,interlocutor_7,off
35,18/06/25,10:48:00,interlocutor_4,100k usdt
36,18/06/25,10:48:19,interlocutor_7,5122
37,18/06/25,10:49:13,interlocutor_4,off
38,18/06/25,10:49:24,interlocutor_7,off
39,18/06/25,10:50:24,interlocutor_4,"Tenho 0.44 bloomberg agora, tem como a gente trabalhar nessa faixa?"
40,18/06/25,10:50:39,interlocutor_5,nao tem
41,18/06/25,10:51:04,interlocutor_5,"o spread é dinâmico, tentamos ao máximo mandar o melhor preço"
42,18/06/25,14:06:20,interlocutor_4,"<PERSON>, se o spread de vocês é dinâmico não querem explorar a oportunidade de comprar da gente? A gente pode vender pra vocês quando o spread não for tão favorável."
43,18/06/25,14:08:22,interlocutor_6,quanto estaria 100k usdt por agora?
44,18/06/25,14:10:07,interlocutor_4,5.5299
45,18/06/25,14:11:06,interlocutor_5,caro
46,18/06/25,14:11:16,interlocutor_4,Off
47,18/06/25,14:12:17,interlocutor_4,Quanto 100k usdt com vocês?
48,18/06/25,14:12:42,interlocutor_7,5.5301
49,18/06/25,14:12:54,interlocutor_4,Uai
50,17/07/25,10:31:24,interlocutor_4,"Bom dia pessoal, estão cotando hoje?"
51,17/07/25,10:31:58,interlocutor_7,Bom dia
52,17/07/25,10:32:07,interlocutor_7,"estamos sim, qual seria o volume ?"
53,17/07/25,10:32:17,interlocutor_4,Pode passar uma ref?
54,17/07/25,10:33:44,interlocutor_7,5.6130
55,17/07/25,10:34:29,interlocutor_7,6140
56,17/07/25,10:35:06,interlocutor_4,"Opa, já retorno."
57,17/07/25,10:35:11,interlocutor_7,off
58,17/07/25,10:35:13,interlocutor_4,Obrigado.
59,17/07/25,10:35:13,interlocutor_7,ta ok
60,17/07/25,10:35:19,interlocutor_7,Por nada
61,17/07/25,10:35:26,interlocutor_7,qualquer coisa estou à disposição
62,17/07/25,10:35:39,interlocutor_4,Qual o pix de vocês?
63,17/07/25,10:37:26,interlocutor_7,0602cae4-78c1-4661-999e-8b20d28b4df3
64,17/07/25,10:38:37,interlocutor_4,Qual é o limite de trava e a trava pode ser paga até que horas?
65,17/07/25,10:39:24,interlocutor_6,"O ideal seria pagar até 16:30 mas quanto antes, melhor"
66,17/07/25,10:39:32,interlocutor_4,<LOCATION>.
67,17/07/25,10:39:56,interlocutor_6,Não temos um limite pré definido
68,17/07/25,10:40:05,interlocutor_6,Vai depender muito de como está o mercado também
69,17/07/25,10:40:44,interlocutor_4,Trava de 100k tranquilo?
70,17/07/25,10:40:51,interlocutor_7,tranquilo
71,17/07/25,10:41:01,interlocutor_4,Ok!
72,17/07/25,10:52:48,interlocutor_4,"Os preços acima estão na média de 0.5% em cima do spot bloomberg ou invest, conseguem fazer 0.4% em cima do spot?"
73,17/07/25,10:55:30,interlocutor_7,Consigo 5.6110
74,17/07/25,11:19:56,interlocutor_4,Pode passar ref novamente?
75,17/07/25,11:23:36,interlocutor_7,1min
76,17/07/25,11:23:52,interlocutor_7,6010
77,17/07/25,11:25:32,interlocutor_7,<LOCATION>
78,17/07/25,11:25:41,interlocutor_4,Opa
79,17/07/25,11:27:03,interlocutor_4,Um minuto.
80,17/07/25,11:28:08,interlocutor_7,6020
81,17/07/25,11:32:05,interlocutor_4,Entendido.
82,17/07/25,11:32:34,interlocutor_7,off
83,17/07/25,11:32:43,interlocutor_4,Off
84,23/07/25,09:55:09,interlocutor_4,Bom dia pessoal!
85,23/07/25,09:55:29,interlocutor_4,Conseguem me cotar 200k usdt?
86,23/07/25,09:56:08,interlocutor_7,Bom dia <LOCATION>
87,23/07/25,09:56:12,interlocutor_7,Consigo sim
88,23/07/25,09:56:37,interlocutor_4,Quanto?
89,23/07/25,09:57:12,interlocutor_7,5870
90,23/07/25,09:57:44,interlocutor_4,5.5870?
91,23/07/25,09:57:54,interlocutor_7,isso
92,23/07/25,09:58:18,interlocutor_7,vamos ?
93,23/07/25,09:58:30,interlocutor_4,1s
94,23/07/25,09:59:23,interlocutor_4,Tem como cotar de novo? Deu uma caida
95,23/07/25,09:59:29,interlocutor_7,tem sim
96,23/07/25,09:59:58,interlocutor_7,5856
97,23/07/25,10:00:21,interlocutor_7,<LOCATION>
98,23/07/25,10:00:25,interlocutor_4,ok
99,23/07/25,10:00:31,interlocutor_7,fecha ?
100,23/07/25,10:00:43,interlocutor_4,1s
101,23/07/25,10:01:00,interlocutor_4,fecha
102,23/07/25,10:01:25,interlocutor_4,Qual o pix de vocês?
103,23/07/25,10:01:35,interlocutor_7,<LOCATION>
104,23/07/25,10:02:32,interlocutor_7,0602cae4-78c1-4661-999e-8b20d28b4df3
105,23/07/25,10:02:45,interlocutor_4,Paga até que horas?
106,23/07/25,10:03:29,interlocutor_6,"O ideal seria pagar até 16:30 mas quanto antes, melhor"
107,23/07/25,10:04:41,interlocutor_6,<LOCATION> Manda sua wallet pfvr
108,23/07/25,10:04:43,interlocutor_4,200.000 USDT = 1.117.120 BRL
109,23/07/25,10:06:00,interlocutor_4,<LOCATION>
110,23/07/25,10:06:08,interlocutor_6,Valeu
111,23/07/25,10:06:09,interlocutor_4,<LOCATION>
112,23/07/25,10:28:36,interlocutor_4,"Ainda falta, vou mandando."
113,23/07/25,10:28:50,interlocutor_7,ta ok
114,23/07/25,11:27:12,interlocutor_4,200.000 USDT = 1.117.120 BRL FINALIZADA ‎<This message was edited>
115,23/07/25,11:28:42,interlocutor_6,Enviando agora
116,23/07/25,11:29:15,interlocutor_4,Rede: Tron
117,23/07/25,11:31:22,interlocutor_6,09408d7d1c74c17f41e73824ff7b64fa3d59d30b5d4127acdce8dc4c24da8334
118,23/07/25,11:31:36,interlocutor_6,200.000
119,23/07/25,11:35:25,interlocutor_4,<LOCATION> aqui.
120,23/07/25,12:34:48,interlocutor_4,100k
121,23/07/25,12:34:53,interlocutor_4,Cotação pfvr
122,23/07/25,12:35:30,interlocutor_7,5710
123,23/07/25,12:36:10,interlocutor_7,<LOCATION>
124,23/07/25,12:36:12,interlocutor_4,off
125,23/07/25,12:36:17,interlocutor_7,off
126,23/07/25,12:49:35,interlocutor_4,<LOCATION> 100k novamente pfvr
127,23/07/25,12:49:47,interlocutor_6,5710
128,23/07/25,12:50:52,interlocutor_4,1s
129,23/07/25,12:51:41,interlocutor_4,Continua 5710?
130,23/07/25,12:51:45,interlocutor_6,sim
131,23/07/25,12:53:39,interlocutor_4,fecha
132,23/07/25,12:53:44,interlocutor_7,<LOCATION>
133,23/07/25,12:54:30,interlocutor_7,"R$ 557,100.00 // USDT 100.000"
134,23/07/25,13:28:07,interlocutor_4,ref
135,23/07/25,13:28:16,interlocutor_4,pfvr
136,23/07/25,13:28:24,interlocutor_7,qual o volume ?
137,23/07/25,13:28:30,interlocutor_4,100k
138,23/07/25,13:29:22,interlocutor_7,5580
139,23/07/25,13:29:42,interlocutor_7,<LOCATION>
140,23/07/25,13:29:50,interlocutor_4,1s
141,23/07/25,13:31:23,interlocutor_7,vamos ?
142,23/07/25,13:31:31,interlocutor_4,Tô negociando aqui
143,23/07/25,13:32:32,interlocutor_4,off
144,23/07/25,13:32:38,interlocutor_7,off
145,23/07/25,13:32:54,interlocutor_7,Conseguimos liquidar essa última ?
146,23/07/25,13:33:36,interlocutor_4,Tô aguardando o cliente aqui. Esse não costuma demorar muito.
147,23/07/25,13:33:42,interlocutor_7,ta ok
148,23/07/25,13:35:37,interlocutor_4,"Pergunta em paralelo, se eu chegar aqui com um volume de 1mm usd/dia vocês comportam? Em segundo, com esse volume seria possível um preço melhor?"
149,23/07/25,13:36:19,interlocutor_6,Conseguimos sim <LOCATION>
150,23/07/25,13:36:56,interlocutor_4,"Não seria uma única transação, seria 1mm ao longo do dia, mas seria todo dia."
151,23/07/25,13:37:34,interlocutor_4,Um volume de 5mm usd/dia vocês comportam também?
152,23/07/25,13:38:22,interlocutor_6,Conseguimos também <LOCATION>
153,23/07/25,13:38:43,interlocutor_4,"Bom saber, tem API?"
154,23/07/25,13:39:52,interlocutor_6,Ainda não mas está em desenvolvimento
155,23/07/25,13:40:04,interlocutor_6,Mas conseguimos fechar tudo por aqui
156,23/07/25,13:40:17,interlocutor_4,Entendido.
157,23/07/25,14:08:44,interlocutor_4,83k
158,23/07/25,14:09:05,interlocutor_4,cotação
159,23/07/25,14:09:10,interlocutor_7,d0 ?
160,23/07/25,14:09:27,interlocutor_4,Como assim? O pagamento vai ser feito hoje
161,23/07/25,14:09:34,interlocutor_7,5455
162,23/07/25,14:09:50,interlocutor_7,beleza
163,23/07/25,14:10:43,interlocutor_4,1s
164,23/07/25,14:10:50,interlocutor_4,fecha
165,23/07/25,14:11:09,interlocutor_7,fechado ‎<This message was edited>
166,23/07/25,14:11:24,interlocutor_4,100000 USDT = 554550 BRL
167,23/07/25,14:11:45,interlocutor_7,não foi 83k ?
168,23/07/25,14:11:51,interlocutor_4,perdão
169,23/07/25,14:12:11,interlocutor_7,"R$ 460,<PHONE_NUMBER> USDT"
170,23/07/25,14:12:15,interlocutor_4,83000 USDT = 460276.5 BRL
171,23/07/25,15:26:51,interlocutor_4,"R$ 557,100.00 // USDT 100.000 - FINALIZADA"
172,23/07/25,15:27:08,interlocutor_4,"R$ 460,<PHONE_NUMBER> USDT - FINALIZADA"
173,23/07/25,15:29:37,interlocutor_4,"Quando puder mandar a cripto, agradeço."
174,23/07/25,15:30:37,interlocutor_6,saindo
175,23/07/25,15:31:46,interlocutor_6,33f98efafb03978255cbacf7fca4d45393ac981c1cfda7dec2e31599d8f5dea9
176,23/07/25,15:31:48,interlocutor_6,183.000
177,23/07/25,15:41:58,interlocutor_4,Foi!
178,23/07/25,16:02:37,interlocutor_4,60k
179,23/07/25,16:02:50,interlocutor_4,cotação
180,23/07/25,16:03:09,interlocutor_4,pfvr
181,23/07/25,16:03:15,interlocutor_6,5420
182,23/07/25,16:03:53,interlocutor_4,1s
183,23/07/25,16:04:33,interlocutor_4,fecha
184,23/07/25,16:04:56,interlocutor_6,<LOCATION>
185,23/07/25,16:05:49,interlocutor_4,60000 USDT = <PHONE_NUMBER> BRL
186,23/07/25,16:20:13,interlocutor_4,60000 USDT = <PHONE_NUMBER> BRL - FINALIZADA
187,23/07/25,16:20:50,interlocutor_4,Podem enviar a cripto?
188,23/07/25,16:21:08,interlocutor_6,5e69d445b1d22b457d4c910cb860cef4<MEDICAL_LICENSE>0cb367c6a4638a39bdc2a51
189,23/07/25,16:21:09,interlocutor_6,foi
190,23/07/25,16:21:14,interlocutor_4,Máquina
191,24/07/25,09:03:34,interlocutor_4,"Bom dia pessoal, que horas abre a mesa?"
192,24/07/25,09:03:51,interlocutor_7,Bom dia
193,24/07/25,09:03:58,interlocutor_7,A partir de 9:05
194,24/07/25,09:04:05,interlocutor_4,<LOCATION>.
195,24/07/25,09:32:16,interlocutor_4,100k
196,24/07/25,09:32:27,interlocutor_4,cotação pfvr
197,24/07/25,09:33:05,interlocutor_4,100k
198,24/07/25,09:33:14,interlocutor_7,1sec
199,24/07/25,09:33:58,interlocutor_7,5544
200,24/07/25,09:34:15,interlocutor_4,150k
201,24/07/25,09:34:21,interlocutor_4,pode fechar?
202,24/07/25,09:34:28,interlocutor_4,fecha
203,24/07/25,09:34:37,interlocutor_4,150k 5.5544
204,24/07/25,09:34:47,interlocutor_4,ok?
205,24/07/25,09:35:34,interlocutor_7,<LOCATION>
206,24/07/25,09:36:07,interlocutor_4,150000 USDT = 833160 BRL
207,24/07/25,09:39:49,interlocutor_4,100k
208,24/07/25,09:39:56,interlocutor_4,cotação
209,24/07/25,09:39:58,interlocutor_4,pfvr
210,24/07/25,09:40:09,interlocutor_7,1s
211,24/07/25,09:40:20,interlocutor_7,5529
212,24/07/25,09:40:44,interlocutor_4,fecha
213,24/07/25,09:41:15,interlocutor_7,<LOCATION>
214,24/07/25,09:41:25,interlocutor_4,100.000 USDT = 555.290 BRL
215,24/07/25,10:49:59,interlocutor_7,<LOCATION> deve vir por agora ? que aí fazemos um envio só
216,24/07/25,10:50:29,interlocutor_4,Estou aguardando justamente o restante.
217,24/07/25,11:15:54,interlocutor_4,100k
218,24/07/25,11:15:59,interlocutor_4,cotação
219,24/07/25,11:16:21,interlocutor_4,pfvr
220,24/07/25,11:16:44,interlocutor_7,1s
221,24/07/25,11:17:29,interlocutor_4,quanto?
222,24/07/25,11:17:59,interlocutor_7,5545
223,24/07/25,11:18:13,interlocutor_7,<LOCATION>
224,24/07/25,11:18:21,interlocutor_4,off
225,24/07/25,11:18:24,interlocutor_7,off
226,24/07/25,12:05:32,interlocutor_4,Fechou as duas.
227,24/07/25,12:06:21,interlocutor_7,enviando cripto
228,24/07/25,12:07:45,interlocutor_6,98a7353923d4c27692dc108b6ea136a0151805bb8300f37a544554705e2f69e4
229,24/07/25,12:07:47,interlocutor_6,250.000
230,24/07/25,12:10:01,interlocutor_4,<LOCATION>.
231,24/07/25,12:18:19,interlocutor_4,"Pergunta aqui, alguma expectativa pra API de vocês ficar pronta?"
232,24/07/25,12:19:09,interlocutor_7,"Ainda sem data definida, mas assim que tivermos nós informamos aqui"
233,24/07/25,12:19:17,interlocutor_4,Obrigado!
234,24/07/25,13:30:15,interlocutor_4,150k
235,24/07/25,13:30:35,interlocutor_7,Um momento
236,24/07/25,13:30:56,interlocutor_7,5450
237,24/07/25,13:31:25,interlocutor_7,<LOCATION>
238,24/07/25,13:31:28,interlocutor_4,1s
239,24/07/25,13:32:21,interlocutor_7,5459
240,24/07/25,13:32:46,interlocutor_7,5455
241,24/07/25,13:33:42,interlocutor_4,fecha
242,24/07/25,13:33:42,interlocutor_7,vamos ?
243,24/07/25,13:33:46,interlocutor_4,fecha
244,24/07/25,13:33:55,interlocutor_7,<LOCATION>
245,24/07/25,13:35:19,interlocutor_7,"R$831,825.00 // 150.000 USDT"
246,24/07/25,15:08:18,interlocutor_4,100k
247,24/07/25,15:08:34,interlocutor_4,cotação
248,24/07/25,15:08:55,interlocutor_7,5450
249,24/07/25,15:08:59,interlocutor_7,5480
250,24/07/25,15:09:04,interlocutor_7,5500
251,24/07/25,15:09:31,interlocutor_7,5.5510 ‎<This message was edited>
252,24/07/25,15:09:54,interlocutor_7,<LOCATION>
253,24/07/25,15:10:13,interlocutor_4,Consegue baixar um pouco?
254,24/07/25,15:10:30,interlocutor_4,fecha
255,24/07/25,15:10:35,interlocutor_4,deixa
256,24/07/25,15:10:36,interlocutor_8,<LOCATION>
257,24/07/25,15:10:37,interlocutor_7,<LOCATION>
258,24/07/25,15:11:04,interlocutor_7,"fechou, certo ?"
259,24/07/25,15:11:15,interlocutor_7,<LOCATION>
260,24/07/25,15:11:43,interlocutor_4,Já fechou?
261,24/07/25,15:11:52,interlocutor_7,já
262,24/07/25,15:12:18,interlocutor_4,ok
263,24/07/25,15:12:45,interlocutor_4,<LOCATION>
264,24/07/25,15:12:48,interlocutor_7,"R$ 555,100.00 // USDT 100.000"
265,24/07/25,15:19:36,interlocutor_4,Tô apertando aqui pro cliente ir liquidando.
266,24/07/25,15:21:09,interlocutor_6,beleza
267,24/07/25,15:21:15,interlocutor_6,ja temos as moedas aqui
268,24/07/25,15:23:24,interlocutor_4,"<LOCATION>, lembro quando você teve aquela pneumonia bizarra, achei que você tinha ido de base kkkkk"
269,24/07/25,15:41:18,interlocutor_4,"84.647,00"
270,24/07/25,15:41:22,interlocutor_4,cotação
271,24/07/25,15:42:01,interlocutor_4,por favor
272,24/07/25,15:42:19,interlocutor_7,<LOCATION>
273,24/07/25,15:42:23,interlocutor_4,off
274,24/07/25,15:42:45,interlocutor_7,precisa quanto ? talvez consiga aqui
275,24/07/25,15:42:54,interlocutor_4,Foi tempo
276,24/07/25,15:42:58,interlocutor_7,beleza
277,24/07/25,15:47:04,interlocutor_4,"R$ 555,100.00 // USDT 100.000 - fechada"
278,24/07/25,15:47:34,interlocutor_2,Oi <LOCATION>
279,24/07/25,15:47:47,interlocutor_4,Fala <PERSON>!
280,24/07/25,15:47:56,interlocutor_2,Vou te passar a conta staging para você testar a API
281,24/07/25,15:48:21,interlocutor_4,Excelente!
282,24/07/25,15:49:30,interlocutor_7,A outra de 150k deve conseguir liquidar por agora ? Que aí fazemos um envio só
283,24/07/25,15:50:57,interlocutor_4,"Bom, só tem mais 30 min pra liquidar, deixa eu falar com o cliente."
284,24/07/25,15:51:16,interlocutor_7,Beleza
285,24/07/25,15:56:17,interlocutor_4,200k
286,24/07/25,15:56:24,interlocutor_4,cotação
287,24/07/25,15:56:47,interlocutor_7,5489
288,24/07/25,15:57:15,interlocutor_7,vamos ?
289,24/07/25,15:57:19,interlocutor_4,1s
290,24/07/25,15:58:25,interlocutor_4,off
291,24/07/25,15:58:30,interlocutor_7,off
292,24/07/25,16:16:15,interlocutor_7,Conseguiu lá ?
293,24/07/25,16:16:35,interlocutor_4,Acabei de falar com os clientes. estão zerando tudo.
294,24/07/25,16:16:40,interlocutor_7,<PERSON>
295,24/07/25,16:29:21,interlocutor_4,Fechada
296,24/07/25,16:31:46,interlocutor_6,772e0c175e40794a34b7fc0ba8e87f2621e611f6980f1d00a8f27bf74297254b
297,24/07/25,16:31:48,interlocutor_6,250.000
298,25/07/25,09:22:18,interlocutor_4,300k
299,25/07/25,09:22:22,interlocutor_4,cotação
300,25/07/25,09:22:42,interlocutor_4,pfvr
301,25/07/25,09:23:04,interlocutor_7,5580
302,25/07/25,09:23:33,interlocutor_7,<LOCATION>
303,25/07/25,09:23:36,interlocutor_4,1s
304,25/07/25,09:24:23,interlocutor_4,Consegue baixar um pouco?
305,25/07/25,09:24:34,interlocutor_7,5560
306,25/07/25,09:25:51,interlocutor_4,off
307,25/07/25,09:25:54,interlocutor_7,off
308,25/07/25,09:31:01,interlocutor_2,0x7205165dD4BF38f909A4b124b2F6B71791c4b25E
309,25/07/25,09:31:08,interlocutor_2,*<ORGANIZATION>
310,25/07/25,09:35:23,interlocutor_4,Que adress é esse?
311,25/07/25,09:36:05,interlocutor_8,Pode ignorar
312,25/07/25,09:36:17,interlocutor_4,Tranquilo.
313,25/07/25,09:46:55,interlocutor_4,cota 300k
314,25/07/25,09:47:03,interlocutor_7,1s
315,25/07/25,09:47:32,interlocutor_7,5490
316,25/07/25,09:48:07,interlocutor_7,5540
317,25/07/25,09:48:32,interlocutor_7,5520
318,25/07/25,09:48:47,interlocutor_8,Conseguimos fazer d1/d2 caso seus clientes tenham interesse <LOCATION>
319,25/07/25,09:49:35,interlocutor_4,"Beleza, vou verificar."
320,25/07/25,09:50:05,interlocutor_7,off
321,25/07/25,09:50:11,interlocutor_4,off
322,25/07/25,09:54:51,interlocutor_4,cota 300k pfvr
323,25/07/25,09:55:08,interlocutor_7,5490
324,25/07/25,09:55:31,interlocutor_4,1s
325,25/07/25,09:55:49,interlocutor_7,5480
326,25/07/25,09:56:16,interlocutor_4,1s
327,25/07/25,09:57:11,interlocutor_4,off
328,25/07/25,09:57:19,interlocutor_7,off
329,25/07/25,09:57:30,interlocutor_7,qual preço está procurando pra eu tentar aqui ?
330,25/07/25,09:59:24,interlocutor_4,"Pensa numa choradeira aqui, pessoal recuou um pouco. Já volta."
331,25/07/25,09:59:58,interlocutor_7,beleza
332,25/07/25,13:09:48,interlocutor_4,"82.629,20"
333,25/07/25,13:10:00,interlocutor_4,cotação
334,25/07/25,13:10:37,interlocutor_4,pfvr
335,25/07/25,13:10:42,interlocutor_7,5810
336,25/07/25,13:11:20,interlocutor_4,fecha
337,25/07/25,13:11:47,interlocutor_6,<LOCATION>
338,25/07/25,13:11:48,interlocutor_7,<LOCATION>
339,25/07/25,13:13:51,interlocutor_4,82629.2 USDT = 461153.6 BRL
340,25/07/25,13:29:23,interlocutor_4,82629.2 USDT = 461153.6 BRL - finalizada
341,25/07/25,13:31:29,interlocutor_7,Recebido
342,25/07/25,13:32:02,interlocutor_6,53242361e0f5d59be52f2f0bbed6cb28ac13d6c4283bbe1d549b113b1892f699
343,25/07/25,14:23:46,interlocutor_4,200k
344,25/07/25,14:24:21,interlocutor_7,5830
345,25/07/25,14:24:29,interlocutor_4,1s
346,25/07/25,14:25:18,interlocutor_4,off
347,25/07/25,14:25:23,interlocutor_7,off
348,25/07/25,15:18:53,interlocutor_4,"Pessoal, vocês vendem outros assets via <ORGANIZATION>? Mais especificamente TRX e BTC?"
349,25/07/25,15:33:37,interlocutor_4,Pessoal?
350,25/07/25,15:33:54,interlocutor_6,qual seria o volume <LOCATION> ?
351,25/07/25,15:34:59,interlocutor_4,"Vol de OTC 50k usd, 100k usd, ou mais."
352,25/07/25,15:36:35,interlocutor_4,Cota 50k USDT
353,25/07/25,15:36:41,interlocutor_4,pfvr
354,25/07/25,15:37:01,interlocutor_4,cotação
355,25/07/25,15:37:19,interlocutor_7,opa
356,25/07/25,15:37:20,interlocutor_7,1s
357,25/07/25,15:37:58,interlocutor_7,5846
358,25/07/25,15:38:21,interlocutor_4,fecha
359,25/07/25,15:38:24,interlocutor_7,<LOCATION>
360,25/07/25,15:38:52,interlocutor_7,"R$ 279,230.00 // 50.000 USDT"
361,25/07/25,15:39:14,interlocutor_4,50.000 USDT = 279.230 BRL
362,25/07/25,15:43:26,interlocutor_4,150k
363,25/07/25,15:43:30,interlocutor_4,cota pfvr
364,25/07/25,15:44:28,interlocutor_7,1s
365,25/07/25,15:44:58,interlocutor_7,5858
366,25/07/25,15:45:27,interlocutor_7,<LOCATION>
367,25/07/25,15:45:31,interlocutor_4,1s
368,25/07/25,15:45:50,interlocutor_4,Consegue baixar um pouco?
369,25/07/25,15:46:09,interlocutor_7,consigo aqui 5840
370,25/07/25,15:46:57,interlocutor_4,1s
371,25/07/25,15:47:03,interlocutor_7,vamos ?
372,25/07/25,15:47:12,interlocutor_4,Negociando
373,25/07/25,15:47:52,interlocutor_4,fecha
374,25/07/25,15:48:12,interlocutor_4,fecha
375,25/07/25,15:48:19,interlocutor_7,<LOCATION>
376,25/07/25,15:49:26,interlocutor_7,"R$ 837,600.00 // USDT 150.000"
377,25/07/25,16:00:54,interlocutor_7,já consegue liquidar alguma ?
378,25/07/25,16:02:23,interlocutor_4,um momento
379,25/07/25,16:02:30,interlocutor_7,beleza
380,25/07/25,16:14:43,interlocutor_4,"Tá vindo, um momento"
381,25/07/25,16:26:40,interlocutor_4,<LOCATION>
382,25/07/25,16:26:53,interlocutor_4,<LOCATION>
383,25/07/25,16:27:46,interlocutor_4,"Voltando a pergunta de antes, você fariam <ORGANIZATION> de TRX?"
384,25/07/25,16:31:47,interlocutor_8,qual a ideia de volume de cada um? TRX e BTC
385,25/07/25,16:35:30,interlocutor_4,"Volume de mesa de <ORGANIZATION>, equivalente a 50k usd, 100k usd, 200k usd e por aí segue. ‎<This message was edited>"
386,25/07/25,16:35:56,interlocutor_8,"sim, mas voluem diário, pra gente poder ter ideia"
387,25/07/25,16:36:07,interlocutor_8,"é um fluxo diferente, com spreads diferentes"
388,25/07/25,16:46:50,interlocutor_4,Já volto com uma resposta
389,28/07/25,09:08:46,interlocutor_4,Bom dia pessoal! Mesa aberta?
390,28/07/25,09:08:57,interlocutor_7,Bom dia <LOCATION>
391,28/07/25,09:09:10,interlocutor_7,09:15 abriremos
392,28/07/25,09:09:12,interlocutor_7,ta ok ?
393,28/07/25,09:09:18,interlocutor_4,Ok!
394,28/07/25,09:09:38,interlocutor_4,Estão me pedindo cotação aqui.
395,28/07/25,09:10:55,interlocutor_7,"Consigo cotar agora aqui, mas o preço nesse horário tende a ser pior um pouco devido a volatilidade na abertura"
396,28/07/25,09:11:23,interlocutor_4,Vamos tentar.
397,28/07/25,09:11:31,interlocutor_7,"beleza, vamos lá"
398,28/07/25,09:11:38,interlocutor_7,qual o volume ?
399,28/07/25,09:11:48,interlocutor_4,1s
400,28/07/25,09:12:35,interlocutor_4,100k
401,28/07/25,09:12:54,interlocutor_7,1sec
402,28/07/25,09:13:20,interlocutor_7,6070
403,28/07/25,09:14:14,interlocutor_7,6080
404,28/07/25,09:14:35,interlocutor_4,1s
405,28/07/25,09:15:12,interlocutor_7,6090
406,28/07/25,09:15:29,interlocutor_4,off
407,28/07/25,09:15:32,interlocutor_7,off
408,28/07/25,09:28:13,interlocutor_4,ref 100k
409,28/07/25,09:29:22,interlocutor_4,ref pfvr
410,28/07/25,09:29:36,interlocutor_7,6020
411,28/07/25,09:29:49,interlocutor_7,6030
412,28/07/25,09:29:59,interlocutor_7,6047
413,28/07/25,09:30:08,interlocutor_4,cota 150k pfvr
414,28/07/25,09:30:26,interlocutor_7,6050
415,28/07/25,09:31:15,interlocutor_4,Consegue baixa um pouco?
416,28/07/25,09:31:30,interlocutor_7,6045
417,28/07/25,09:32:02,interlocutor_7,6030
418,28/07/25,09:32:26,interlocutor_7,melhor que consigo no momento
419,28/07/25,09:32:35,interlocutor_4,fecha
420,28/07/25,09:32:56,interlocutor_7,<LOCATION>
421,28/07/25,09:33:42,interlocutor_4,150.000 USDT = 840.450 BRL
422,28/07/25,09:44:39,interlocutor_4,100k
423,28/07/25,09:45:06,interlocutor_4,cotação
424,28/07/25,09:45:11,interlocutor_7,1s
425,28/07/25,09:45:33,interlocutor_7,6010
426,28/07/25,09:45:54,interlocutor_7,<LOCATION>
427,28/07/25,09:45:59,interlocutor_4,ok
428,28/07/25,09:46:02,interlocutor_4,Vindo
429,28/07/25,09:46:36,interlocutor_4,off
430,28/07/25,09:46:39,interlocutor_7,off
431,28/07/25,09:49:27,interlocutor_4,ref
