test_id,timestamp,sender,message
1043,18/06/25 14:08:22,interlocutor_6,quanto estaria 100k usdt por agora?
1044,18/06/25 14:10:07,interlocutor_4,5.5299
1045,18/06/25 14:11:06,interlocutor_5,caro
1046,18/06/25 14:11:16,interlocutor_4,Off
1047,18/06/25 14:12:17,interlocutor_4,Quanto 100k usdt com vocês?
1048,18/06/25 14:12:42,interlocutor_7,5.5301
1049,18/06/25 14:12:54,interlocutor_4,Uai
1050,17/07/25 10:31:24,interlocutor_4,"Bom dia pessoal, estão cotando hoje?"
1051,17/07/25 10:31:58,interlocutor_7,Bom dia
1052,17/07/25 10:32:07,interlocutor_7,"estamos sim, qual seria o volume ?"
1053,17/07/25 10:32:17,interlocutor_4,Pode passar uma ref?
1054,17/07/25 10:33:44,interlocutor_7,5.6130
1055,17/07/25 10:34:29,interlocutor_7,6140
1056,17/07/25 10:35:06,interlocutor_4,"Opa, já retorno."
1057,17/07/25 10:35:11,interlocutor_7,off
1058,17/07/25 10:35:13,interlocutor_4,Obrigado.
1059,17/07/25 10:35:13,interlocutor_7,ta ok
1060,17/07/25 10:35:19,interlocutor_7,Por nada
1061,17/07/25 10:35:26,interlocutor_7,qualquer coisa estou à disposição
1062,17/07/25 10:35:39,interlocutor_4,Qual o pix de vocês?
1063,17/07/25 10:37:26,interlocutor_7,<PIX>
1064,17/07/25 10:38:37,interlocutor_4,Qual é o limite de trava e a trava pode ser paga até que horas?
1065,17/07/25 10:39:24,interlocutor_6,"O ideal seria pagar até 16:30 mas quanto antes, melhor"
1066,17/07/25 10:39:32,interlocutor_4,Claro.
1067,17/07/25 10:39:56,interlocutor_6,Não temos um limite pré definido
1068,17/07/25 10:40:05,interlocutor_6,Vai depender muito de como está o mercado também
1069,17/07/25 10:40:44,interlocutor_4,Trava de 100k tranquilo?
1070,17/07/25 10:40:51,interlocutor_7,tranquilo
1071,17/07/25 10:41:01,interlocutor_4,Ok!
1072,17/07/25 10:52:48,interlocutor_4,"Os preços acima estão na média de 0.5% em cima do spot bloomberg ou invest, conseguem fazer 0.4% em cima do spot?"
1073,17/07/25 10:55:30,interlocutor_7,Consigo 5.6110
1074,17/07/25 11:19:56,interlocutor_4,Pode passar ref novamente?
1075,17/07/25 11:23:36,interlocutor_7,1min
1076,17/07/25 11:23:52,interlocutor_7,6010
1077,17/07/25 11:25:32,interlocutor_7,<PHONE>
1078,17/07/25 11:25:41,interlocutor_4,Opa
1079,17/07/25 11:27:03,interlocutor_4,Um minuto.
1080,17/07/25 11:28:08,interlocutor_7,6020
1081,17/07/25 11:32:05,interlocutor_4,Entendido.
1082,17/07/25 11:32:34,interlocutor_7,off
1083,17/07/25 11:32:43,interlocutor_4,Off
1084,23/07/25 09:55:09,interlocutor_4,Bom dia pessoal!
1085,23/07/25 09:55:29,interlocutor_4,Conseguem me cotar 200k usdt?
1086,23/07/25 09:56:08,interlocutor_7,Bom dia <PHONE>
1087,23/07/25 09:56:12,interlocutor_7,Consigo sim
1088,23/07/25 09:56:37,interlocutor_4,Quanto?
1089,23/07/25 09:57:12,interlocutor_7,5870
1090,23/07/25 09:57:44,interlocutor_4,5.5870?
1091,23/07/25 09:57:54,interlocutor_7,isso
1092,23/07/25 09:58:18,interlocutor_7,vamos ?
1093,23/07/25 09:58:30,interlocutor_4,1s
1094,23/07/25 09:59:23,interlocutor_4,Tem como cotar de novo? Deu uma caida
1095,23/07/25 09:59:29,interlocutor_7,tem sim
1096,23/07/25 09:59:58,interlocutor_7,5856
1097,23/07/25 10:00:21,interlocutor_7,<PHONE>
1098,23/07/25 10:00:25,interlocutor_4,ok
1099,23/07/25 10:00:31,interlocutor_7,fecha ?
1100,23/07/25 10:00:43,interlocutor_4,1s
1101,23/07/25 10:01:00,interlocutor_4,fecha
1102,23/07/25 10:01:25,interlocutor_4,Qual o pix de vocês?
1103,23/07/25 10:01:35,interlocutor_7,fechado
1104,23/07/25 10:02:32,interlocutor_7,<PIX>
1105,23/07/25 10:02:45,interlocutor_4,Paga até que horas?
1106,23/07/25 10:03:29,interlocutor_6,"O ideal seria pagar até 16:30 mas quanto antes, melhor"
1107,23/07/25 10:04:41,interlocutor_6,<PHONE> Manda sua wallet pfvr
1108,23/07/25 10:04:43,interlocutor_4,200.000 USDT = 1.117.120 BRL
1109,23/07/25 10:06:00,interlocutor_4,TH4EfCD3X958NoZkLd45LTh473Q3D2yxyZ
1110,23/07/25 10:06:08,interlocutor_6,Valeu
1111,23/07/25 10:06:09,interlocutor_4,"usdt Tron
‎[23/07/25, 10:28:14] Maynard: ‎image omitted"
1112,23/07/25 10:28:36,interlocutor_4,"Ainda falta, vou mandando."
1113,23/07/25 10:28:50,interlocutor_7,"ta ok
‎[23/07/25, 10:57:31] Maynard: ‎image omitted
‎[23/07/25, 11:26:49] Maynard: ‎image omitted"
1114,23/07/25 11:27:12,interlocutor_4,200.000 USDT = 1.117.120 BRL FINALIZADA ‎<This message was edited>
1115,23/07/25 11:28:42,interlocutor_6,Enviando agora
1116,23/07/25 11:29:15,interlocutor_4,"Rede: Tron
Asset: USDT
Address: TH4EfCD3X958NoZkLd45LTh473Q3D2yxyZ ‎<This message was edited>"
1117,23/07/25 11:31:22,interlocutor_6,09408d7d1c74c17f41e73824ff7b64fa3d59d30b5d4127acdce8dc4c24da8334
1118,23/07/25 11:31:36,interlocutor_6,200.000
1119,23/07/25 11:35:25,interlocutor_4,Caiu aqui.
1120,23/07/25 12:34:48,interlocutor_4,100k
1121,23/07/25 12:34:53,interlocutor_4,Cotação pfvr
1122,23/07/25 12:35:30,interlocutor_7,5710
1123,23/07/25 12:36:10,interlocutor_7,<PHONE>
1124,23/07/25 12:36:12,interlocutor_4,off
1125,23/07/25 12:36:17,interlocutor_7,off
1126,23/07/25 12:49:35,interlocutor_4,Cota 100k novamente pfvr
1127,23/07/25 12:49:47,interlocutor_6,5710
1128,23/07/25 12:50:52,interlocutor_4,1s
1129,23/07/25 12:51:41,interlocutor_4,Continua 5710?
1130,23/07/25 12:51:45,interlocutor_6,sim
1131,23/07/25 12:53:39,interlocutor_4,fecha
1132,23/07/25 12:53:44,interlocutor_7,fechado
1133,23/07/25 12:54:30,interlocutor_7,"R$ 557,100.00 // USDT 100.000"
1134,23/07/25 13:28:07,interlocutor_4,ref
1135,23/07/25 13:28:16,interlocutor_4,pfvr
1136,23/07/25 13:28:24,interlocutor_7,qual o volume ?
1137,23/07/25 13:28:30,interlocutor_4,100k
1138,23/07/25 13:29:22,interlocutor_7,5580
1139,23/07/25 13:29:42,interlocutor_7,<PHONE>
1140,23/07/25 13:29:50,interlocutor_4,1s
1141,23/07/25 13:31:23,interlocutor_7,vamos ?
1142,23/07/25 13:31:31,interlocutor_4,Tô negociando aqui
1143,23/07/25 13:32:32,interlocutor_4,off
1144,23/07/25 13:32:38,interlocutor_7,off
1145,23/07/25 13:32:54,interlocutor_7,Conseguimos liquidar essa última ?
1146,23/07/25 13:33:36,interlocutor_4,Tô aguardando o cliente aqui. Esse não costuma demorar muito.
1147,23/07/25 13:33:42,interlocutor_7,ta ok
1148,23/07/25 13:35:37,interlocutor_4,"Pergunta em paralelo, se eu chegar aqui com um volume de 1mm usd/dia vocês comportam? Em segundo, com esse volume seria possível um preço melhor?"
1149,23/07/25 13:36:19,interlocutor_6,"Conseguimos sim <PHONE>
Um volume maior conseguimos um preço melhor"
1150,23/07/25 13:36:56,interlocutor_4,"Não seria uma única transação, seria 1mm ao longo do dia, mas seria todo dia."
1151,23/07/25 13:37:34,interlocutor_4,Um volume de 5mm usd/dia vocês comportam também?
1152,23/07/25 13:38:22,interlocutor_6,Conseguimos também <PHONE>
1153,23/07/25 13:38:43,interlocutor_4,"Bom saber, tem API?"
1154,23/07/25 13:39:52,interlocutor_6,Ainda não mas está em desenvolvimento
1155,23/07/25 13:40:04,interlocutor_6,Mas conseguimos fechar tudo por aqui
1156,23/07/25 13:40:17,interlocutor_4,Entendido.
1157,23/07/25 14:08:44,interlocutor_4,83k
1158,23/07/25 14:09:05,interlocutor_4,cotação
1159,23/07/25 14:09:10,interlocutor_7,d0 ?
1160,23/07/25 14:09:27,interlocutor_4,Como assim? O pagamento vai ser feito hoje
1161,23/07/25 14:09:34,interlocutor_7,5455
1162,23/07/25 14:09:50,interlocutor_7,beleza
1163,23/07/25 14:10:43,interlocutor_4,1s
1164,23/07/25 14:10:50,interlocutor_4,fecha
1165,23/07/25 14:11:09,interlocutor_7,fechado ‎<This message was edited>
1166,23/07/25 14:11:24,interlocutor_4,100000 USDT = 554550 BRL
1167,23/07/25 14:11:45,interlocutor_7,não foi 83k ?
1168,23/07/25 14:11:51,interlocutor_4,perdão
1169,23/07/25 14:12:11,interlocutor_7,"R$ 460,276.50 // 83.000 USDT"
1170,23/07/25 14:12:15,interlocutor_4,"83000 USDT = 460276.5 BRL
‎[23/07/25, 15:01:53] Maynard: ‎image omitted
‎[23/07/25, 15:10:40] Maynard: ‎image omitted
‎[23/07/25, 15:26:24] Maynard: ‎image omitted"
1171,23/07/25 15:26:51,interlocutor_4,"R$ 557,100.00 // USDT 100.000 - FINALIZADA"
1172,23/07/25 15:27:08,interlocutor_4,"R$ 460,276.50 // 83.000 USDT - FINALIZADA"
1173,23/07/25 15:29:37,interlocutor_4,"Quando puder mandar a cripto, agradeço."
1174,23/07/25 15:30:37,interlocutor_6,saindo
1175,23/07/25 15:31:46,interlocutor_6,33f98efafb03978255cbacf7fca4d45393ac981c1cfda7dec2e31599d8f5dea9
1176,23/07/25 15:31:48,interlocutor_6,183.000
1177,23/07/25 15:41:58,interlocutor_4,Foi!
1178,23/07/25 16:02:37,interlocutor_4,60k
1179,23/07/25 16:02:50,interlocutor_4,cotação
1180,23/07/25 16:03:09,interlocutor_4,pfvr
1181,23/07/25 16:03:15,interlocutor_6,5420
1182,23/07/25 16:03:53,interlocutor_4,1s
1183,23/07/25 16:04:33,interlocutor_4,fecha
1184,23/07/25 16:04:56,interlocutor_6,fechado
1185,23/07/25 16:05:49,interlocutor_4,"60000 USDT = 332520 BRL
‎[23/07/25, 16:18:40] Maynard: ‎image omitted"
1186,23/07/25 16:20:13,interlocutor_4,60000 USDT = 332520 BRL - FINALIZADA
1187,23/07/25 16:20:50,interlocutor_4,Podem enviar a cripto?
1188,23/07/25 16:21:08,interlocutor_6,5e69d445b1d22b457d4c910cb860cef4de75882650cb367c6a4638a39bdc2a51
1189,23/07/25 16:21:09,interlocutor_6,foi
1190,23/07/25 16:21:14,interlocutor_4,Máquina
1191,24/07/25 09:03:34,interlocutor_4,"Bom dia pessoal, que horas abre a mesa?"
1192,24/07/25 09:03:51,interlocutor_7,Bom dia
1193,24/07/25 09:03:58,interlocutor_7,A partir de 9:05
1194,24/07/25 09:04:05,interlocutor_4,Perfeito.
1195,24/07/25 09:32:16,interlocutor_4,100k
1196,24/07/25 09:32:27,interlocutor_4,cotação pfvr
1197,24/07/25 09:33:05,interlocutor_4,100k
1198,24/07/25 09:33:14,interlocutor_7,1sec
1199,24/07/25 09:33:58,interlocutor_7,5544
1200,24/07/25 09:34:15,interlocutor_4,150k
1201,24/07/25 09:34:21,interlocutor_4,pode fechar?
1202,24/07/25 09:34:28,interlocutor_4,fecha
1203,24/07/25 09:34:37,interlocutor_4,150k 5.5544
1204,24/07/25 09:34:47,interlocutor_4,ok?
1205,24/07/25 09:35:34,interlocutor_7,fechado
1206,24/07/25 09:36:07,interlocutor_4,150000 USDT = 833160 BRL
1207,24/07/25 09:39:49,interlocutor_4,100k
1208,24/07/25 09:39:56,interlocutor_4,cotação
1209,24/07/25 09:39:58,interlocutor_4,pfvr
1210,24/07/25 09:40:09,interlocutor_7,1s
1211,24/07/25 09:40:20,interlocutor_7,5529
1212,24/07/25 09:40:44,interlocutor_4,fecha
1213,24/07/25 09:41:15,interlocutor_7,fechado
1214,24/07/25 09:41:25,interlocutor_4,"100.000 USDT = 555.290 BRL
‎[24/07/25, 10:35:48] Maynard: ‎image omitted
‎[24/07/25, 10:36:32] Maynard: ‎image omitted"
1215,24/07/25 10:49:59,interlocutor_7,Restante deve vir por agora ? que aí fazemos um envio só
1216,24/07/25 10:50:29,interlocutor_4,Estou aguardando justamente o restante.
1217,24/07/25 11:15:54,interlocutor_4,100k
1218,24/07/25 11:15:59,interlocutor_4,cotação
1219,24/07/25 11:16:21,interlocutor_4,pfvr
1220,24/07/25 11:16:44,interlocutor_7,1s
1221,24/07/25 11:17:29,interlocutor_4,quanto?
1222,24/07/25 11:17:59,interlocutor_7,5545
1223,24/07/25 11:18:13,interlocutor_7,<PHONE>
1224,24/07/25 11:18:21,interlocutor_4,off
1225,24/07/25 11:18:24,interlocutor_7,"off
‎[24/07/25, 12:05:23] Maynard: ‎image omitted"
1226,24/07/25 12:05:32,interlocutor_4,Fechou as duas.
1227,24/07/25 12:06:21,interlocutor_7,enviando cripto
1228,24/07/25 12:07:45,interlocutor_6,98a7353923d4c27692dc108b6ea136a0151805bb8300f37a544554705e2f69e4
1229,24/07/25 12:07:47,interlocutor_6,250.000
1230,24/07/25 12:10:01,interlocutor_4,Maravilha.
1231,24/07/25 12:18:19,interlocutor_4,"Pergunta aqui, alguma expectativa pra API de vocês ficar pronta?"
1232,24/07/25 12:19:09,interlocutor_7,"Ainda sem data definida, mas assim que tivermos nós informamos aqui"
1233,24/07/25 12:19:17,interlocutor_4,Obrigado!
1234,24/07/25 13:30:15,interlocutor_4,150k
1235,24/07/25 13:30:35,interlocutor_7,Um momento
1236,24/07/25 13:30:56,interlocutor_7,5450
1237,24/07/25 13:31:25,interlocutor_7,<PHONE>
1238,24/07/25 13:31:28,interlocutor_4,1s
1239,24/07/25 13:32:21,interlocutor_7,5459
1240,24/07/25 13:32:46,interlocutor_7,5455
1241,24/07/25 13:33:42,interlocutor_4,fecha
1242,24/07/25 13:33:42,interlocutor_7,vamos ?
1243,24/07/25 13:33:46,interlocutor_4,fecha
1244,24/07/25 13:33:55,interlocutor_7,fechado
1245,24/07/25 13:35:19,interlocutor_7,"R$831,825.00 // 150.000 USDT"
1246,24/07/25 15:08:18,interlocutor_4,100k
1247,24/07/25 15:08:34,interlocutor_4,cotação
1248,24/07/25 15:08:55,interlocutor_7,5450
1249,24/07/25 15:08:59,interlocutor_7,5480
1250,24/07/25 15:09:04,interlocutor_7,5500
1251,24/07/25 15:09:31,interlocutor_7,5.5510 ‎<This message was edited>
1252,24/07/25 15:09:54,interlocutor_7,<PHONE>
1253,24/07/25 15:10:13,interlocutor_4,Consegue baixar um pouco?
1254,24/07/25 15:10:30,interlocutor_4,fecha
1255,24/07/25 15:10:35,interlocutor_4,deixa
1256,24/07/25 15:10:36,interlocutor_8,fechado
1257,24/07/25 15:10:37,interlocutor_7,fechado
1258,24/07/25 15:11:04,interlocutor_7,"fechou, certo ?"
1259,24/07/25 15:11:15,interlocutor_7,<PHONE>
1260,24/07/25 15:11:43,interlocutor_4,Já fechou?
1261,24/07/25 15:11:52,interlocutor_7,já
1262,24/07/25 15:12:18,interlocutor_4,ok
1263,24/07/25 15:12:45,interlocutor_4,fechado
1264,24/07/25 15:12:48,interlocutor_7,"R$ 555,100.00 // USDT 100.000"
1265,24/07/25 15:19:36,interlocutor_4,Tô apertando aqui pro cliente ir liquidando.
1266,24/07/25 15:21:09,interlocutor_6,beleza
1267,24/07/25 15:21:15,interlocutor_6,ja temos as moedas aqui
1268,24/07/25 15:23:24,interlocutor_4,"Grande <PHONE>, lembro quando você teve aquela pneumonia bizarra, achei que você tinha ido de base kkkkk
‎[24/07/25, 15:26:55] Maynard: ‎image omitted"
1269,24/07/25 15:41:18,interlocutor_4,"84.647,00"
1270,24/07/25 15:41:22,interlocutor_4,cotação
1271,24/07/25 15:42:01,interlocutor_4,por favor
1272,24/07/25 15:42:19,interlocutor_7,5465
1273,24/07/25 15:42:23,interlocutor_4,off
1274,24/07/25 15:42:45,interlocutor_7,precisa quanto ? talvez consiga aqui
1275,24/07/25 15:42:54,interlocutor_4,Foi tempo
1276,24/07/25 15:42:58,interlocutor_7,"beleza
‎[24/07/25, 15:46:15] Maynard: ‎image omitted"
1277,24/07/25 15:47:04,interlocutor_4,"R$ 555,100.00 // USDT 100.000 - fechada"
1278,24/07/25 15:47:34,interlocutor_2,Oi <PHONE>
1279,24/07/25 15:47:47,interlocutor_4,Fala Cadu!
1280,24/07/25 15:47:56,interlocutor_2,Vou te passar a conta staging para você testar a API
1281,24/07/25 15:48:21,interlocutor_4,Excelente!
1282,24/07/25 15:49:30,interlocutor_7,A outra de 150k deve conseguir liquidar por agora ? Que aí fazemos um envio só
1283,24/07/25 15:50:57,interlocutor_4,"Bom, só tem mais 30 min pra liquidar, deixa eu falar com o cliente."
1284,24/07/25 15:51:16,interlocutor_7,Beleza
1285,24/07/25 15:56:17,interlocutor_4,200k
1286,24/07/25 15:56:24,interlocutor_4,cotação
1287,24/07/25 15:56:47,interlocutor_7,5489
1288,24/07/25 15:57:15,interlocutor_7,vamos ?
1289,24/07/25 15:57:19,interlocutor_4,1s
1290,24/07/25 15:58:25,interlocutor_4,off
1291,24/07/25 15:58:30,interlocutor_7,off
1292,24/07/25 16:16:15,interlocutor_7,Conseguiu lá ?
1293,24/07/25 16:16:35,interlocutor_4,Acabei de falar com os clientes. estão zerando tudo.
1294,24/07/25 16:16:40,interlocutor_7,"blz
‎[24/07/25, 16:25:59] Maynard: ‎image omitted
‎[24/07/25, 16:29:06] Maynard: ‎image omitted"
1295,24/07/25 16:29:21,interlocutor_4,Fechada
1296,24/07/25 16:31:46,interlocutor_6,772e0c175e40794a34b7fc0ba8e87f2621e611f6980f1d00a8f27bf74297254b
1297,24/07/25 16:31:48,interlocutor_6,250.000
1298,25/07/25 09:22:18,interlocutor_4,300k
1299,25/07/25 09:22:22,interlocutor_4,cotação
1300,25/07/25 09:22:42,interlocutor_4,pfvr
1301,25/07/25 09:23:04,interlocutor_7,5580
1302,25/07/25 09:23:33,interlocutor_7,<PHONE>
1303,25/07/25 09:23:36,interlocutor_4,1s
1304,25/07/25 09:24:23,interlocutor_4,Consegue baixar um pouco?
1305,25/07/25 09:24:34,interlocutor_7,5560
1306,25/07/25 09:25:51,interlocutor_4,off
1307,25/07/25 09:25:54,interlocutor_7,off
1308,25/07/25 09:31:01,interlocutor_2,0x7205165dD4BF38f909A4b124b2F6B71791c4b25E
1309,25/07/25 09:31:08,interlocutor_2,*USDC ERC20*
1310,25/07/25 09:35:23,interlocutor_4,Que adress é esse?
1311,25/07/25 09:36:05,interlocutor_8,"Pode ignorar
Mandou por engano"
1312,25/07/25 09:36:17,interlocutor_4,Tranquilo.
1313,25/07/25 09:46:55,interlocutor_4,cota 300k
1314,25/07/25 09:47:03,interlocutor_7,1s
1315,25/07/25 09:47:32,interlocutor_7,5490
1316,25/07/25 09:48:07,interlocutor_7,5540
1317,25/07/25 09:48:32,interlocutor_7,5520
1318,25/07/25 09:48:47,interlocutor_8,Conseguimos fazer d1/d2 caso seus clientes tenham interesse <PHONE>
1319,25/07/25 09:49:35,interlocutor_4,"Beleza, vou verificar."
1320,25/07/25 09:50:05,interlocutor_7,off
1321,25/07/25 09:50:11,interlocutor_4,off
1322,25/07/25 09:54:51,interlocutor_4,cota 300k pfvr
1323,25/07/25 09:55:08,interlocutor_7,5490
1324,25/07/25 09:55:31,interlocutor_4,1s
1325,25/07/25 09:55:49,interlocutor_7,5480
1326,25/07/25 09:56:16,interlocutor_4,1s
1327,25/07/25 09:57:11,interlocutor_4,off
1328,25/07/25 09:57:19,interlocutor_7,off
1329,25/07/25 09:57:30,interlocutor_7,qual preço está procurando pra eu tentar aqui ?
1330,25/07/25 09:59:24,interlocutor_4,"Pensa numa choradeira aqui, pessoal recuou um pouco. Já volta."
1331,25/07/25 09:59:58,interlocutor_7,beleza
1332,25/07/25 13:09:48,interlocutor_4,"82.629,20"
1333,25/07/25 13:10:00,interlocutor_4,cotação
1334,25/07/25 13:10:37,interlocutor_4,pfvr
1335,25/07/25 13:10:42,interlocutor_7,5810
1336,25/07/25 13:11:20,interlocutor_4,fecha
1337,25/07/25 13:11:47,interlocutor_6,fechado
1338,25/07/25 13:11:48,interlocutor_7,fechado
1339,25/07/25 13:13:51,interlocutor_4,"82629.2 USDT = 461153.6 BRL
‎[25/07/25, 13:29:09] Maynard: ‎image omitted"
1340,25/07/25 13:29:23,interlocutor_4,82629.2 USDT = 461153.6 BRL - finalizada
1341,25/07/25 13:31:29,interlocutor_7,Recebido
1342,25/07/25 13:32:02,interlocutor_6,53242361e0f5d59be52f2f0bbed6cb28ac13d6c4283bbe1d549b113b1892f699
1343,25/07/25 14:23:46,interlocutor_4,200k
1344,25/07/25 14:24:21,interlocutor_7,5830
1345,25/07/25 14:24:29,interlocutor_4,1s
1346,25/07/25 14:25:18,interlocutor_4,off
1347,25/07/25 14:25:23,interlocutor_7,off
1348,25/07/25 15:18:53,interlocutor_4,"Pessoal, vocês vendem outros assets via OTC? Mais especificamente TRX e BTC?"
1349,25/07/25 15:33:37,interlocutor_4,Pessoal?
1350,25/07/25 15:33:54,interlocutor_6,qual seria o volume <PHONE> ?
1351,25/07/25 15:34:59,interlocutor_4,"Vol de OTC 50k usd, 100k usd, ou mais."
1352,25/07/25 15:36:35,interlocutor_4,Cota 50k USDT
1353,25/07/25 15:36:41,interlocutor_4,pfvr
1354,25/07/25 15:37:01,interlocutor_4,cotação
1355,25/07/25 15:37:19,interlocutor_7,opa
1356,25/07/25 15:37:20,interlocutor_7,1s
1357,25/07/25 15:37:58,interlocutor_7,5846
1358,25/07/25 15:38:21,interlocutor_4,fecha
1359,25/07/25 15:38:24,interlocutor_7,fechado
1360,25/07/25 15:38:52,interlocutor_7,"R$ 279,230.00 // 50.000 USDT"
1361,25/07/25 15:39:14,interlocutor_4,50.000 USDT = 279.230 BRL
1362,25/07/25 15:43:26,interlocutor_4,150k
1363,25/07/25 15:43:30,interlocutor_4,cota pfvr
1364,25/07/25 15:44:28,interlocutor_7,1s
1365,25/07/25 15:44:58,interlocutor_7,5858
1366,25/07/25 15:45:27,interlocutor_7,<PHONE>
1367,25/07/25 15:45:31,interlocutor_4,1s
1368,25/07/25 15:45:50,interlocutor_4,Consegue baixar um pouco?
1369,25/07/25 15:46:09,interlocutor_7,consigo aqui 5840
1370,25/07/25 15:46:57,interlocutor_4,1s
1371,25/07/25 15:47:03,interlocutor_7,vamos ?
1372,25/07/25 15:47:12,interlocutor_4,Negociando
1373,25/07/25 15:47:52,interlocutor_4,fecha
1374,25/07/25 15:48:12,interlocutor_4,fecha
1375,25/07/25 15:48:19,interlocutor_7,fechado
1376,25/07/25 15:49:26,interlocutor_7,"R$ 837,600.00 // USDT 150.000"
1377,25/07/25 16:00:54,interlocutor_7,já consegue liquidar alguma ?
1378,25/07/25 16:02:23,interlocutor_4,um momento
1379,25/07/25 16:02:30,interlocutor_7,beleza
1380,25/07/25 16:14:43,interlocutor_4,"Tá vindo, um momento
‎[25/07/25, 16:22:28] Maynard: ‎image omitted
‎[25/07/25, 16:24:39] Maynard: ‎image omitted
‎[25/07/25, 16:26:15] Maynard: ‎image omitted"
1381,25/07/25 16:26:40,interlocutor_4,Fechado
1382,25/07/25 16:26:53,interlocutor_4,Fechado
1383,25/07/25 16:27:46,interlocutor_4,"Voltando a pergunta de antes, você fariam OTC de TRX?"
1384,25/07/25 16:31:47,interlocutor_8,qual a ideia de volume de cada um? TRX e BTC
1385,25/07/25 16:35:30,interlocutor_4,"Volume de mesa de OTC, equivalente a 50k usd, 100k usd, 200k usd e por aí segue. ‎<This message was edited>"
1386,25/07/25 16:35:56,interlocutor_8,"sim, mas voluem diário, pra gente poder ter ideia"
1387,25/07/25 16:36:07,interlocutor_8,"é um fluxo diferente, com spreads diferentes"
1388,25/07/25 16:46:50,interlocutor_4,Já volto com uma resposta
1389,28/07/25 09:08:46,interlocutor_4,Bom dia pessoal! Mesa aberta?
1390,28/07/25 09:08:57,interlocutor_7,Bom dia <PHONE>
1391,28/07/25 09:09:10,interlocutor_7,09:15 abriremos
1392,28/07/25 09:09:12,interlocutor_7,ta ok ?
1393,28/07/25 09:09:18,interlocutor_4,Ok!
1394,28/07/25 09:09:38,interlocutor_4,Estão me pedindo cotação aqui.
1395,28/07/25 09:10:55,interlocutor_7,"Consigo cotar agora aqui, mas o preço nesse horário tende a ser pior um pouco devido a volatilidade na abertura"
1396,28/07/25 09:11:23,interlocutor_4,Vamos tentar.
1397,28/07/25 09:11:31,interlocutor_7,"beleza, vamos lá"
1398,28/07/25 09:11:38,interlocutor_7,qual o volume ?
1399,28/07/25 09:11:48,interlocutor_4,1s
1400,28/07/25 09:12:35,interlocutor_4,100k
1401,28/07/25 09:12:54,interlocutor_7,1sec
