instance_id,c_cod_int,c_codigo,c_descricao,codigo_local_estoque,estoque_minimo,fisico,n_cmc,n_cod_prod,n_pendente,n_preco_unitario,n_saldo,reservado,_fivetran_synced,_fivetran_deleted,_fivetran_batch,_fivetran_index
hive_poa,,PRD00006,SUCATA DE PS COPINHO,3798364267,0E-9,-102.000000000,1.181910000,3829720383,0E-9,2.800000000,-102.000000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,PRD00002,SUCATA DE PET VERDE,3798364267,0E-9,696.400000000,2.867643000,3822710777,0E-9,3.650000000,696.400000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,01,SUCATA DE PS PRETO,3798364267,0E-9,783.000000000,0.434341000,3852054282,0E-9,0.500000000,783.000000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,000003,SUCATA DE PET CRISTAL,3798364267,0E-9,4946.000000000,3.250681000,3802795048,0E-9,4.300000000,4946.000000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,PRD00010,SUCATA DE PET LEITOSO,3798364267,0E-9,7992.800000000,1.714247000,3836925156,0E-9,1.500000000,7992.800000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,PRD00008,SUCATA DE PVC,3798364267,0E-9,320.000000000,0.720797000,3833032484,0E-9,0.700000000,320.000000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,0024,000033,SUCATA DE PP BALDE BACIA BRANCO,3798364267,0E-9,205.000000000,1.435772000,3801970162,0E-9,1.500000000,205.000000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,PRD00001,SUCATA DE PP MINERAL,3798364267,0E-9,753.000000000,1.467539000,3822673880,0E-9,1.500000000,753.000000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,PRD00003,SUCATA DE PP BALDE BACIA COLORIDO,3798364267,0E-9,617.000000000,1.086388000,3822715301,0E-9,1.450000000,617.000000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,PRD00004,SUCATA DE PEAD BRANCO,3798364267,0E-9,3035.600000000,2.307559000,3822720757,0E-9,2.450000000,3035.600000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,,PRD00009,SUCATA DE PP TAMPINHA,3798364267,0E-9,149.300000000,1.932549000,3833865347,0E-9,1.850000000,149.300000000,0E-9,2026-02-25 19:34:56.154000+00:00,False,,
hive_poa,0018,000010,SUCATA DE PEAD SACOLINHA,3798364267,0E-9,701.000000000,0.600000000,3801970118,0E-9,0.200000000,701.000000000,0E-9,2026-03-09 12:47:20.176000+00:00,False,,
hive_poa,,PRD00013,SUCATA DE BALDE BACIA PRETO,3798364267,0E-9,107.000000000,1.250000000,3986524976,0E-9,1.250000000,107.000000000,0E-9,2026-03-09 16:32:23.548000+00:00,False,,
hive_poa,,PRD00014,Sucata de Pet Colorido,3798364267,0E-9,73.000000000,0.408356000,3991344662,0E-9,0.450000000,73.000000000,0E-9,2026-03-13 14:32:49.697000+00:00,False,,
hive_poa,0008,000029,SUCATA DE AEROSOL,3798364267,0E-9,84.000000000,9.800952000,3801970021,0E-9,10.800000000,84.000000000,0E-9,2026-03-13 14:32:49.697000+00:00,False,,
hive_tij,,PRD00006,PS COPINHO,10324461165,0E-9,1915.500000000,0.637729000,10356687491,0E-9,0E-9,1915.500000000,0E-9,2026-02-26 00:51:03.249000+00:00,False,,
hive_tij,,PRD00010,PE CANELA,10324461165,0E-9,-11673.500000000,7.574191000,10361036092,0E-9,0E-9,-11673.500000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00008,FITA PP PRETA,10324461165,0E-9,366.000000000,0.703989000,10357769577,0E-9,0E-9,366.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00017,PP BRANCO,10324461165,0E-9,-369.000000000,1.841379000,10373488528,0E-9,0E-9,-369.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00012,PE PRETO / PE COLORIDO,10324461165,0E-9,4780.760000000,1.105637000,10364660469,0E-9,0E-9,4780.760000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00013,PP NATURAL,10324461165,0E-9,238.000000000,1.760798000,10367051281,0E-9,0E-9,238.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00018,PP COLORIDO (TAMPINHA),10324461165,0E-9,-1737.000000000,1.669476000,10373733711,0E-9,0E-9,-1737.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00007,FITA PP BRANCA,10324461165,0E-9,11701.000000000,0.574113000,10357769094,0E-9,0E-9,11701.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00026,PET VERDE,10324461165,0E-9,320.000000000,3.630000000,10424513207,0E-9,0E-9,320.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00016,PP PRETO,10324461165,0E-9,-10336.500000000,2.087252000,10373485182,0E-9,0E-9,-10336.500000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,000010,PEAD COLORIDO (SACOLINHA),10324461165,0E-9,3513.500000000,1.649455000,10356687595,0E-9,0E-9,3513.500000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,000028,PEAD MISTO,10324461165,0E-9,-522.500000000,1.683168000,10356687587,0E-9,0E-9,-522.500000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00004,PEAD CRISTAL,10324461165,0E-9,9735.000000000,1.650329000,10356687580,0E-9,0E-9,9735.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00022,PP RAFIA,10324461165,0E-9,-21469.500000000,0.581305000,10377118479,0E-9,0E-9,-21469.500000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00027,PLÁSTICOS DIVERSOS,10324461165,0E-9,-1220.000000000,0E-9,10461715649,0E-9,0E-9,-1220.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,000003,PET CRISTAL,10324461165,0E-9,-179.500000000,3.453126000,10356687629,0E-9,0E-9,-179.500000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00021,PEAD BOMBONA,10324461165,0E-9,-1771.000000000,2.233682000,10375664496,0E-9,0E-9,-1771.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00009,PET COLORIDO,10324461165,0E-9,5253.000000000,2.394343000,10357783099,0E-9,0E-9,5253.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,000033,PP BALDE BACIA BRANCO,10324461165,0E-9,2456.000000000,1.699455000,10356687659,3675.000000000,0E-9,2456.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00002,FITA PET VERDE,10324461165,0E-9,839.000000000,0.733215000,10356687638,0E-9,0E-9,839.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00023,PET PREFORMA,10324461165,0E-9,-562.000000000,4.200000000,10383091272,0E-9,0E-9,-562.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00003,PP BALDE BACIA COLORIDO,10324461165,0E-9,1203.500000000,1.533643000,10356687679,4254.000000000,0E-9,1203.500000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00024,PET ÓLEO,10324461165,0E-9,-110.000000000,1.500000000,10419000382,0E-9,0E-9,-110.000000000,0E-9,2026-02-26 00:51:03.250000+00:00,False,,
hive_tij,,PRD00020,PEAD COLORIDO (GARRAFA),10324461165,0E-9,-2020.000000000,0E-9,10375646742,0E-9,0E-9,-2020.000000000,0E-9,2026-02-26 11:48:24.217000+00:00,False,,
hive_tij,,PRD00001,PP MINERAL,10324461165,0E-9,1000.000000000,1.550000000,10356687478,0E-9,0E-9,1000.000000000,0E-9,2026-03-04 14:19:08.837000+00:00,False,,
hive_tij,,PRD00005,PP MARGARINA,10324461165,0E-9,877.000000000,1.550000000,10356687694,0E-9,0E-9,877.000000000,0E-9,2026-03-04 14:19:08.838000+00:00,False,,
hive_tij,,176,SUCATA PET CRISTAL E VERDE,10324461165,0E-9,1790.000000000,2.800000000,10490582085,0E-9,2.800000000,1790.000000000,0E-9,2026-03-16 20:49:44.073000+00:00,False,,
hive_ssa,,000014,SUCATA PET,11096612969,0E-9,6264.000000000,2.600000000,11173895565,0E-9,2.600000000,6264.000000000,0E-9,2026-03-16 18:18:49.314000+00:00,False,,
hive_ssa,,000005,SUCATA DE PLASTICO,11096612969,0E-9,7431.000000000,3.000000000,11173894998,0E-9,3.000000000,7431.000000000,0E-9,2026-03-16 18:18:49.314000+00:00,False,,
